"","Group.1","gridID","year","spring_delta_anpp","summer_delta_anpp","spring_delta_ndvi","summer_delta_ndvi","spring_z_anpp","summer_z_anpp","spring_z_ndvi","summer_z_ndvi","lon","lat","pr_cat","quantiley","quant"
"5263",59167,59167,2010,0,-9.52381e-05,9.52381e-05,0,0,9.52381e-05,-4.7619e-05,0,-104.7243557,36.70308963,NA,0.24,3
"5264",59168,59168,2010,0,-9.52381e-05,-0.0001428571,0,4.7619e-05,-9.52381e-05,-9.52381e-05,-9.52381e-05,-104.6118384,36.71121982,NA,0.07,1
"5265",59169,59169,2010,9.52381e-05,4.7619e-05,0,0,0,-4.7619e-05,0,-4.7619e-05,-104.4992969,36.71924471,NA,0.5,5
"5266",59170,59170,2010,0,0,-4.7619e-05,-4.7619e-05,-9.52381e-05,4.7619e-05,4.7619e-05,0,-104.3867315,36.72716428,NA,0.76,7
"5267",59171,59171,2010,0,-4.7619e-05,-4.7619e-05,4.7619e-05,0,4.7619e-05,9.52381e-05,-0.0001904762,-104.2741426,36.73497849,NA,0.92,8
"5268",59172,59172,2010,4.7619e-05,0,0,4.7619e-05,0,9.52381e-05,0.0001428571,0.0001428571,-104.1615303,36.74268732,NA,0.98,8
"5269",59173,59173,2010,-9.52381e-05,4.7619e-05,0,4.7619e-05,-9.52381e-05,0,0,4.7619e-05,-104.048895,36.75029072,NA,0.5,5
"5270",59174,59174,2010,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,0,9.52381e-05,0,-103.9362371,36.75778867,NA,0.92,8
"5271",59175,59175,2010,0,0.0001428571,0,-4.7619e-05,0,-9.52381e-05,-9.52381e-05,-9.52381e-05,-103.8235568,36.76518114,NA,0.07,1
"5272",59176,59176,2010,-4.7619e-05,4.7619e-05,0,-4.7619e-05,0,4.7619e-05,0,0,-103.7108544,36.7724681,NA,0.5,5
"5273",59177,59177,2010,0,-4.7619e-05,4.7619e-05,0,0,9.52381e-05,0,-9.52381e-05,-103.5981303,36.77964952,NA,0.5,5
"5274",59178,59178,2010,4.7619e-05,9.52381e-05,0,4.7619e-05,4.7619e-05,0,-4.7619e-05,-4.7619e-05,-103.4853848,36.78672536,NA,0.24,3
"5275",59179,59179,2010,-4.7619e-05,-4.7619e-05,-9.52381e-05,-9.52381e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,0,-103.3726181,36.79369562,NA,0.24,3
"5276",59180,59180,2010,0,0,4.7619e-05,0,-4.7619e-05,4.7619e-05,-0.0001904762,0,-103.2598307,36.80056024,NA,0,1
"5277",59181,59181,2010,-4.7619e-05,-4.7619e-05,-4.7619e-05,0,0,9.52381e-05,9.52381e-05,0,-103.1470227,36.80731921,NA,0.92,8
"5278",59182,59182,2010,4.7619e-05,0,-4.7619e-05,0,-0.0001428571,-4.7619e-05,-4.7619e-05,-4.7619e-05,-103.0341946,36.8139725,NA,0.24,3
"5279",59539,59539,2010,4.7619e-05,0,4.7619e-05,0,0,0,0,0,-114.6270276,35.6503975,NA,0.5,5
"5280",59540,59540,2010,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-114.5177169,35.66774304,NA,0.24,3
"5281",59541,59541,2010,-4.7619e-05,0,4.7619e-05,-9.52381e-05,0,9.52381e-05,-4.7619e-05,4.7619e-05,-114.4083567,35.68498753,NA,0.24,3
"5282",59542,59542,2010,-4.7619e-05,4.7619e-05,0.0001904762,9.52381e-05,-4.7619e-05,4.7619e-05,0,0,-114.298947,35.70213088,NA,0.5,5
"5283",59543,59543,2010,4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,0,0.0001428571,-114.1894881,35.71917303,NA,0.5,5
"5284",59544,59544,2010,4.7619e-05,4.7619e-05,-9.52381e-05,0.0001428571,4.7619e-05,4.7619e-05,9.52381e-05,-4.7619e-05,-114.0799804,35.73611394,NA,0.92,8
"5285",59545,59545,2010,4.7619e-05,0,4.7619e-05,9.52381e-05,0,-9.52381e-05,-4.7619e-05,0,-113.9704241,35.75295353,NA,0.24,3
"5286",59546,59546,2010,4.7619e-05,-4.7619e-05,0,4.7619e-05,4.7619e-05,0,0,0,-113.8608194,35.76969174,NA,0.5,5
"5287",59547,59547,2010,0,9.52381e-05,4.7619e-05,-4.7619e-05,0,9.52381e-05,-4.7619e-05,4.7619e-05,-113.7511666,35.7863285,NA,0.24,3
"5288",59548,59548,2010,4.7619e-05,0,-4.7619e-05,4.7619e-05,-4.7619e-05,0,9.52381e-05,-4.7619e-05,-113.641466,35.80286377,NA,0.92,8
"5289",59549,59549,2010,0,-4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,-4.7619e-05,9.52381e-05,-113.5317178,35.81929748,NA,0.24,3
"5290",59550,59550,2010,4.7619e-05,-9.52381e-05,0,-9.52381e-05,0,4.7619e-05,0,4.7619e-05,-113.4219222,35.83562956,NA,0.5,5
"5291",59551,59551,2010,-4.7619e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,0,-113.3120796,35.85185996,NA,0.76,7
"5292",59552,59552,2010,0,0.0001428571,0,0,0,0,0,0,-113.2021902,35.86798862,NA,0.5,5
"5293",59553,59553,2010,-4.7619e-05,0,0.0001428571,0,0,4.7619e-05,-9.52381e-05,-4.7619e-05,-113.0922543,35.88401548,NA,0.07,1
"5294",59554,59554,2010,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,-4.7619e-05,-4.7619e-05,-4.7619e-05,-112.9822721,35.89994047,NA,0.24,3
"5295",59555,59555,2010,-4.7619e-05,0,-4.7619e-05,0,0,4.7619e-05,-4.7619e-05,0,-112.8722439,35.91576355,NA,0.24,3
"5296",59556,59556,2010,4.7619e-05,0,0,0,-9.52381e-05,4.7619e-05,0,-4.7619e-05,-112.76217,35.93148464,NA,0.5,5
"5297",59557,59557,2010,0,0,4.7619e-05,-9.52381e-05,0,4.7619e-05,9.52381e-05,-4.7619e-05,-112.6520506,35.9471037,NA,0.92,8
"5298",59558,59558,2010,-4.7619e-05,-0.0001428571,4.7619e-05,0,-4.7619e-05,-9.52381e-05,9.52381e-05,0,-112.541886,35.96262065,NA,0.92,8
"5299",59559,59559,2010,4.7619e-05,-4.7619e-05,-9.52381e-05,0,0,4.7619e-05,0.0001428571,4.7619e-05,-112.4316764,35.97803546,NA,0.98,8
"5300",59560,59560,2010,9.52381e-05,4.7619e-05,-4.7619e-05,9.52381e-05,9.52381e-05,0,-9.52381e-05,4.7619e-05,-112.3214223,35.99334805,NA,0.07,1
"5301",59561,59561,2010,-9.52381e-05,0.0001428571,4.7619e-05,4.7619e-05,0,-4.7619e-05,0,4.7619e-05,-112.2111237,36.00855837,NA,0.5,5
"5302",59562,59562,2010,0,0,-9.52381e-05,9.52381e-05,9.52381e-05,0,0,-4.7619e-05,-112.100781,36.02366636,NA,0.5,5
"5303",59563,59563,2010,-4.7619e-05,4.7619e-05,9.52381e-05,0,-9.52381e-05,4.7619e-05,4.7619e-05,0,-111.9903944,36.03867197,NA,0.76,7
"5304",59564,59564,2010,-4.7619e-05,4.7619e-05,0,0,0,9.52381e-05,9.52381e-05,0,-111.8799643,36.05357514,NA,0.92,8
"5305",59565,59565,2010,9.52381e-05,0,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,0,-111.7694909,36.06837582,NA,0.24,3
"5306",59566,59566,2010,0,0,4.7619e-05,0,0,-4.7619e-05,0,-9.52381e-05,-111.6589744,36.08307394,NA,0.5,5
"5307",59567,59567,2010,0,4.7619e-05,4.7619e-05,9.52381e-05,-9.52381e-05,0,-4.7619e-05,4.7619e-05,-111.5484152,36.09766945,NA,0.24,3
"5308",59568,59568,2010,0,0,9.52381e-05,-4.7619e-05,9.52381e-05,4.7619e-05,4.7619e-05,-9.52381e-05,-111.4378135,36.1121623,NA,0.76,7
"5309",59569,59569,2010,0,-9.52381e-05,0,-9.52381e-05,0,9.52381e-05,0,0,-111.3271696,36.12655244,NA,0.5,5
"5310",59570,59570,2010,-4.7619e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,4.7619e-05,-111.2164837,36.1408398,NA,0.24,3
"5311",59571,59571,2010,4.7619e-05,0,-4.7619e-05,-4.7619e-05,0,0,4.7619e-05,0,-111.1057562,36.15502433,NA,0.76,7
"5312",59572,59572,2010,-4.7619e-05,4.7619e-05,9.52381e-05,-9.52381e-05,-4.7619e-05,4.7619e-05,0,4.7619e-05,-110.9949873,36.16910599,NA,0.5,5
"5313",59573,59573,2010,4.7619e-05,9.52381e-05,-4.7619e-05,-9.52381e-05,9.52381e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-110.8841773,36.18308471,NA,0.76,7
"5314",59574,59574,2010,4.7619e-05,9.52381e-05,0,0,-4.7619e-05,-4.7619e-05,-4.7619e-05,-4.7619e-05,-110.7733265,36.19696044,NA,0.24,3
"5315",59575,59575,2010,4.7619e-05,4.7619e-05,-9.52381e-05,0,4.7619e-05,4.7619e-05,0,4.7619e-05,-110.6624352,36.21073313,NA,0.5,5
"5316",59576,59576,2010,0,4.7619e-05,0,0,4.7619e-05,-4.7619e-05,4.7619e-05,0,-110.5515036,36.22440273,NA,0.76,7
"5317",59577,59577,2010,0,-4.7619e-05,0,-9.52381e-05,-9.52381e-05,0.0001428571,-4.7619e-05,0,-110.440532,36.23796919,NA,0.24,3
"5318",59578,59578,2010,4.7619e-05,-4.7619e-05,4.7619e-05,9.52381e-05,0,9.52381e-05,9.52381e-05,0,-110.3295207,36.25143244,NA,0.92,8
"5319",59579,59579,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,9.52381e-05,9.52381e-05,4.7619e-05,0,-110.21847,36.26479245,NA,0.76,7
"5320",59580,59580,2010,0,9.52381e-05,-4.7619e-05,-9.52381e-05,0,-4.7619e-05,9.52381e-05,-4.7619e-05,-110.1073801,36.27804916,NA,0.92,8
"5321",59581,59581,2010,4.7619e-05,4.7619e-05,9.52381e-05,-9.52381e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,4.7619e-05,-109.9962514,36.29120251,NA,0.07,1
"5322",59582,59582,2010,0,0,-9.52381e-05,9.52381e-05,4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,-109.8850841,36.30425246,NA,0.24,3
"5323",59583,59583,2010,-4.7619e-05,0,-9.52381e-05,0,4.7619e-05,-9.52381e-05,4.7619e-05,-4.7619e-05,-109.7738786,36.31719896,NA,0.76,7
"5324",59584,59584,2010,0,0,-4.7619e-05,4.7619e-05,-4.7619e-05,0,0,4.7619e-05,-109.662635,36.33004196,NA,0.5,5
"5325",59585,59585,2010,4.7619e-05,4.7619e-05,-4.7619e-05,0,4.7619e-05,0,-4.7619e-05,0,-109.5513538,36.34278141,NA,0.24,3
"5326",59586,59586,2010,0,0,4.7619e-05,0,-9.52381e-05,-4.7619e-05,-4.7619e-05,-9.52381e-05,-109.440035,36.35541725,NA,0.24,3
"5327",59587,59587,2010,0,0,0,9.52381e-05,0,0,0.0001428571,-9.52381e-05,-109.3286792,36.36794945,NA,0.98,8
"5328",59588,59588,2010,-9.52381e-05,-4.7619e-05,-9.52381e-05,0,-4.7619e-05,4.7619e-05,-4.7619e-05,0,-109.2172865,36.38037794,NA,0.24,3
"5329",59589,59589,2010,4.7619e-05,-9.52381e-05,0,-4.7619e-05,-9.52381e-05,0,4.7619e-05,-0.0001428571,-109.1058572,36.39270269,NA,0.76,7
"5330",59590,59590,2010,-4.7619e-05,9.52381e-05,-4.7619e-05,-4.7619e-05,0,4.7619e-05,-9.52381e-05,0,-108.9943917,36.40492365,NA,0.07,1
"5331",59591,59591,2010,9.52381e-05,4.7619e-05,9.52381e-05,9.52381e-05,0,-4.7619e-05,4.7619e-05,9.52381e-05,-108.8828901,36.41704076,NA,0.76,7
"5332",59592,59592,2010,-4.7619e-05,-4.7619e-05,0,0,0,-4.7619e-05,-4.7619e-05,0,-108.7713529,36.42905398,NA,0.24,3
"5333",59593,59593,2010,0,0,0,4.7619e-05,4.7619e-05,0,0,4.7619e-05,-108.6597803,36.44096326,NA,0.5,5
"5334",59594,59594,2010,0,0,0,0,0,-4.7619e-05,-4.7619e-05,4.7619e-05,-108.5481725,36.45276857,NA,0.24,3
"5335",59595,59595,2010,0,0,0,-4.7619e-05,-0.0001428571,-4.7619e-05,9.52381e-05,4.7619e-05,-108.4365299,36.46446984,NA,0.92,8
"5336",59596,59596,2010,0,9.52381e-05,-9.52381e-05,-4.7619e-05,-0.0001428571,0,4.7619e-05,9.52381e-05,-108.3248528,36.47606704,NA,0.76,7
"5337",59597,59597,2010,4.7619e-05,0,9.52381e-05,9.52381e-05,-9.52381e-05,4.7619e-05,-9.52381e-05,9.52381e-05,-108.2131414,36.48756011,NA,0.07,1
"5338",59598,59598,2010,9.52381e-05,0,-9.52381e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-108.1013961,36.49894902,NA,0.24,3
"5339",59599,59599,2010,0,4.7619e-05,4.7619e-05,-9.52381e-05,0.0001428571,-4.7619e-05,0,9.52381e-05,-107.9896171,36.51023372,NA,0.5,5
"5340",59600,59600,2010,-4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,4.7619e-05,-107.8778048,36.52141417,NA,0.07,1
"5341",59601,59601,2010,0,-4.7619e-05,9.52381e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,0,-107.7659594,36.53249032,NA,0.76,7
"5342",59602,59602,2010,-9.52381e-05,9.52381e-05,0,-9.52381e-05,-9.52381e-05,-4.7619e-05,-4.7619e-05,0,-107.6540812,36.54346212,NA,0.24,3
"5343",59603,59603,2010,-4.7619e-05,-4.7619e-05,0,0.0001428571,0,0,9.52381e-05,0,-107.5421705,36.55432954,NA,0.92,8
"5344",59604,59604,2010,4.7619e-05,0,4.7619e-05,4.7619e-05,9.52381e-05,9.52381e-05,4.7619e-05,9.52381e-05,-107.4302277,36.56509253,NA,0.76,7
"5345",59605,59605,2010,0,-4.7619e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,0,4.7619e-05,4.7619e-05,-107.318253,36.57575105,NA,0.76,7
"5346",59606,59606,2010,-9.52381e-05,-4.7619e-05,0.0001428571,0,4.7619e-05,0,9.52381e-05,4.7619e-05,-107.2062467,36.58630506,NA,0.92,8
"5347",59607,59607,2010,0,-4.7619e-05,9.52381e-05,-4.7619e-05,0,9.52381e-05,-4.7619e-05,-4.7619e-05,-107.0942091,36.59675451,NA,0.24,3
"5348",59608,59608,2010,-9.52381e-05,9.52381e-05,-4.7619e-05,9.52381e-05,0,0,0,-4.7619e-05,-106.9821405,36.60709937,NA,0.5,5
"5349",59609,59609,2010,-4.7619e-05,-4.7619e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,-9.52381e-05,-106.8700413,36.61733959,NA,0.24,3
"5350",59610,59610,2010,9.52381e-05,0,-4.7619e-05,-4.7619e-05,0,0,4.7619e-05,0,-106.7579116,36.62747513,NA,0.76,7
"5351",59611,59611,2010,0,-4.7619e-05,0,0,-4.7619e-05,4.7619e-05,9.52381e-05,0,-106.6457519,36.63750595,NA,0.92,8
"5352",59612,59612,2010,0,9.52381e-05,0,-4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,-106.5335623,36.64743201,NA,0.76,7
"5353",59613,59613,2010,-4.7619e-05,-4.7619e-05,0,-4.7619e-05,-9.52381e-05,-4.7619e-05,-9.52381e-05,9.52381e-05,-106.4213433,36.65725328,NA,0.07,1
"5354",59614,59614,2010,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,0,0,-4.7619e-05,-4.7619e-05,-106.3090951,36.66696971,NA,0.24,3
"5355",59615,59615,2010,-4.7619e-05,0,4.7619e-05,9.52381e-05,-4.7619e-05,0.0001428571,-9.52381e-05,0,-106.196818,36.67658127,NA,0.07,1
"5356",59616,59616,2010,9.52381e-05,4.7619e-05,-4.7619e-05,0,0.0001428571,0.0001428571,-9.52381e-05,4.7619e-05,-106.0845123,36.68608791,NA,0.07,1
"5357",59617,59617,2010,0,0.0001428571,-0.0001428571,-4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,9.52381e-05,-105.9721784,36.6954896,NA,0.24,3
"5358",59618,59618,2010,-4.7619e-05,9.52381e-05,-0.0001428571,-4.7619e-05,-9.52381e-05,0,-4.7619e-05,0.0001428571,-105.8598164,36.7047863,NA,0.24,3
"5359",59619,59619,2010,4.7619e-05,0,-4.7619e-05,0,0.0001428571,0,0,9.52381e-05,-105.7474268,36.71397797,NA,0.5,5
"5360",59620,59620,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,0.0001428571,-9.52381e-05,0,-0.0001428571,-4.7619e-05,-105.6350099,36.72306458,NA,0.01,1
"5361",59621,59621,2010,4.7619e-05,-9.52381e-05,0,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,0,-105.5225658,36.73204609,NA,0.76,7
"5362",59622,59622,2010,0,-4.7619e-05,9.52381e-05,0,4.7619e-05,0,0,-9.52381e-05,-105.410095,36.74092247,NA,0.5,5
"5363",59623,59623,2010,-9.52381e-05,4.7619e-05,4.7619e-05,-4.7619e-05,9.52381e-05,9.52381e-05,0,0,-105.2975978,36.74969367,NA,0.5,5
"5364",59624,59624,2010,-4.7619e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,-9.52381e-05,4.7619e-05,-9.52381e-05,4.7619e-05,-105.1850744,36.75835967,NA,0.07,1
"5365",59625,59625,2010,0,-4.7619e-05,-9.52381e-05,4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-105.0725251,36.76692043,NA,0.76,7
"5366",59626,59626,2010,-9.52381e-05,-9.52381e-05,4.7619e-05,0,4.7619e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,-104.9599503,36.77537591,NA,0.76,7
"5367",59627,59627,2010,0,4.7619e-05,-9.52381e-05,-4.7619e-05,0,4.7619e-05,4.7619e-05,-9.52381e-05,-104.8473503,36.78372608,NA,0.76,7
"5368",59628,59628,2010,4.7619e-05,4.7619e-05,9.52381e-05,4.7619e-05,4.7619e-05,0,4.7619e-05,-9.52381e-05,-104.7347254,36.7919709,NA,0.76,7
"5369",59629,59629,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,-9.52381e-05,4.7619e-05,0,9.52381e-05,-4.7619e-05,-104.6220759,36.80011035,NA,0.92,8
"5370",59630,59630,2010,0,0,0,0,4.7619e-05,4.7619e-05,0,9.52381e-05,-104.5094021,36.80814439,NA,0.5,5
"5371",59631,59631,2010,0,9.52381e-05,0,4.7619e-05,0,4.7619e-05,-4.7619e-05,0,-104.3967042,36.81607299,NA,0.24,3
"5372",59632,59632,2010,4.7619e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,0,-104.2839827,36.82389611,NA,0.24,3
"5373",59633,59633,2010,-4.7619e-05,-9.52381e-05,0,-4.7619e-05,9.52381e-05,0,9.52381e-05,-4.7619e-05,-104.1712378,36.83161373,NA,0.92,8
"5374",59634,59634,2010,-0.0001428571,-4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,-104.0584699,36.83922581,NA,0.24,3
"5375",59635,59635,2010,-9.52381e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,0,4.7619e-05,0,0,-103.9456792,36.84673232,NA,0.5,5
"5376",59636,59636,2010,0,0,0,-4.7619e-05,0,-4.7619e-05,4.7619e-05,-9.52381e-05,-103.8328661,36.85413324,NA,0.76,7
"5377",59637,59637,2010,0,4.7619e-05,-9.52381e-05,-9.52381e-05,4.7619e-05,-4.7619e-05,-9.52381e-05,-4.7619e-05,-103.7200308,36.86142852,NA,0.07,1
"5378",59638,59638,2010,-4.7619e-05,-9.52381e-05,0.0001428571,-4.7619e-05,-9.52381e-05,4.7619e-05,-4.7619e-05,-0.0001428571,-103.6071737,36.86861815,NA,0.24,3
"5379",59639,59639,2010,-4.7619e-05,0,0,-9.52381e-05,-9.52381e-05,4.7619e-05,4.7619e-05,0,-103.4942951,36.87570209,NA,0.76,7
"5380",59640,59640,2010,0,0,4.7619e-05,9.52381e-05,9.52381e-05,0,4.7619e-05,-4.7619e-05,-103.3813953,36.88268032,NA,0.76,7
"5381",59641,59641,2010,4.7619e-05,-4.7619e-05,9.52381e-05,-4.7619e-05,4.7619e-05,-0.0001428571,-4.7619e-05,-4.7619e-05,-103.2684747,36.8895528,NA,0.24,3
"5382",59642,59642,2010,4.7619e-05,0,-4.7619e-05,0,9.52381e-05,4.7619e-05,0,4.7619e-05,-103.1555334,36.89631951,NA,0.5,5
"5383",59643,59643,2010,-9.52381e-05,0,-9.52381e-05,4.7619e-05,-9.52381e-05,-4.7619e-05,9.52381e-05,-9.52381e-05,-103.0425719,36.90298041,NA,0.92,8
"5384",60000,60000,2010,0,0,-9.52381e-05,0,0,9.52381e-05,0,0,-114.6487518,35.73800576,NA,0.5,5
"5385",60001,60001,2010,0,0,-4.7619e-05,0,4.7619e-05,9.52381e-05,4.7619e-05,0,-114.5393202,35.75537005,NA,0.76,7
"5386",60002,60002,2010,0.0001428571,4.7619e-05,0,9.52381e-05,0,-4.7619e-05,-4.7619e-05,-9.52381e-05,-114.4298388,35.77263317,NA,0.24,3
"5387",60003,60003,2010,-4.7619e-05,4.7619e-05,4.7619e-05,0,4.7619e-05,4.7619e-05,-4.7619e-05,-4.7619e-05,-114.3203078,35.78979507,NA,0.24,3
"5388",60004,60004,2010,-4.7619e-05,0,0,-9.52381e-05,-4.7619e-05,0,0,0,-114.2107276,35.80685568,NA,0.5,5
"5389",60005,60005,2010,-4.7619e-05,9.52381e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,0,-114.1010983,35.82381495,NA,0.07,1
"5390",60006,60006,2010,0,4.7619e-05,0,0,0,4.7619e-05,9.52381e-05,0,-113.9914202,35.8406728,NA,0.92,8
"5391",60007,60007,2010,0,0,0,4.7619e-05,4.7619e-05,9.52381e-05,4.7619e-05,-4.7619e-05,-113.8816935,35.85742918,NA,0.76,7
"5392",60008,60008,2010,-9.52381e-05,9.52381e-05,0,-4.7619e-05,0,0,-0.0001428571,0,-113.7719186,35.87408402,NA,0.01,1
"5393",60009,60009,2010,-9.52381e-05,9.52381e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,4.7619e-05,-0.0001904762,-113.6620957,35.89063727,NA,0.76,7
"5394",60010,60010,2010,4.7619e-05,4.7619e-05,4.7619e-05,-9.52381e-05,4.7619e-05,4.7619e-05,9.52381e-05,-9.52381e-05,-113.5522251,35.90708886,NA,0.92,8
"5395",60011,60011,2010,-4.7619e-05,-9.52381e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,0,-4.7619e-05,-4.7619e-05,-113.4423069,35.92343874,NA,0.24,3
"5396",60012,60012,2010,0,4.7619e-05,-9.52381e-05,0,4.7619e-05,-4.7619e-05,4.7619e-05,-4.7619e-05,-113.3323416,35.93968683,NA,0.76,7
"5397",60013,60013,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,9.52381e-05,-9.52381e-05,4.7619e-05,0,0,-113.2223292,35.95583308,NA,0.5,5
"5398",60014,60014,2010,4.7619e-05,-4.7619e-05,4.7619e-05,0,-9.52381e-05,4.7619e-05,0,4.7619e-05,-113.1122702,35.97187744,NA,0.5,5
"5399",60015,60015,2010,4.7619e-05,-4.7619e-05,4.7619e-05,0,4.7619e-05,0,4.7619e-05,-4.7619e-05,-113.0021648,35.98781983,NA,0.76,7
"5400",60016,60016,2010,-4.7619e-05,-9.52381e-05,4.7619e-05,-9.52381e-05,9.52381e-05,0,4.7619e-05,-4.7619e-05,-112.8920132,36.00366021,NA,0.76,7
"5401",60017,60017,2010,4.7619e-05,4.7619e-05,4.7619e-05,4.7619e-05,0,9.52381e-05,-4.7619e-05,4.7619e-05,-112.7818157,36.01939851,NA,0.24,3
"5402",60018,60018,2010,-9.52381e-05,-4.7619e-05,-4.7619e-05,4.7619e-05,-9.52381e-05,0.0001428571,0,-4.7619e-05,-112.6715726,36.03503467,NA,0.5,5
"5403",60019,60019,2010,4.7619e-05,0,4.7619e-05,0,-4.7619e-05,-9.52381e-05,0,-4.7619e-05,-112.5612842,36.05056863,NA,0.5,5
"5404",60020,60020,2010,4.7619e-05,0,0,0,-4.7619e-05,0,4.7619e-05,4.7619e-05,-112.4509506,36.06600035,NA,0.76,7
"5405",60021,60021,2010,-9.52381e-05,-4.7619e-05,0,4.7619e-05,-0.0001428571,0,4.7619e-05,-9.52381e-05,-112.3405723,36.08132975,NA,0.76,7
"5406",60022,60022,2010,0.0001428571,-0.0001428571,4.7619e-05,0,0,0,0,0,-112.2301494,36.09655678,NA,0.5,5
"5407",60023,60023,2010,-4.7619e-05,4.7619e-05,4.7619e-05,-0.0001428571,4.7619e-05,9.52381e-05,-4.7619e-05,0,-112.1196822,36.11168138,NA,0.24,3
"5408",60024,60024,2010,-9.52381e-05,-9.52381e-05,4.7619e-05,0,0,-4.7619e-05,9.52381e-05,0,-112.009171,36.1267035,NA,0.92,8
"5409",60025,60025,2010,0,0,0,4.7619e-05,4.7619e-05,-0.0001428571,4.7619e-05,9.52381e-05,-111.8986161,36.14162308,NA,0.76,7
"5410",60026,60026,2010,0,9.52381e-05,4.7619e-05,0,-4.7619e-05,9.52381e-05,9.52381e-05,-4.7619e-05,-111.7880177,36.15644007,NA,0.92,8
"5411",60027,60027,2010,-4.7619e-05,0,0.0001428571,9.52381e-05,0,0,0.0001428571,4.7619e-05,-111.6773762,36.17115439,NA,0.98,8
"5412",60028,60028,2010,9.52381e-05,4.7619e-05,-4.7619e-05,0,0,0.0001428571,0,0,-111.5666917,36.18576601,NA,0.5,5
"5413",60029,60029,2010,0.0001904762,9.52381e-05,-9.52381e-05,4.7619e-05,0,9.52381e-05,-9.52381e-05,0,-111.4559647,36.20027487,NA,0.07,1
"5414",60030,60030,2010,0,-4.7619e-05,0,-4.7619e-05,-4.7619e-05,-4.7619e-05,0,0,-111.3451952,36.21468091,NA,0.5,5
"5415",60031,60031,2010,9.52381e-05,9.52381e-05,0,-9.52381e-05,0,4.7619e-05,-4.7619e-05,0,-111.2343837,36.22898407,NA,0.24,3
"5416",60032,60032,2010,-4.7619e-05,0,0,4.7619e-05,-4.7619e-05,9.52381e-05,0,-9.52381e-05,-111.1235304,36.2431843,NA,0.5,5
"5417",60033,60033,2010,4.7619e-05,4.7619e-05,4.7619e-05,-4.7619e-05,0.0001428571,-4.7619e-05,0,-4.7619e-05,-111.0126355,36.25728155,NA,0.5,5
"5418",60034,60034,2010,0,9.52381e-05,-4.7619e-05,0,-4.7619e-05,-9.52381e-05,-0.0001428571,-4.7619e-05,-110.9016995,36.27127576,NA,0.01,1
"5419",60035,60035,2010,0,4.7619e-05,9.52381e-05,-9.52381e-05,0,-9.52381e-05,4.7619e-05,-4.7619e-05,-110.7907224,36.28516688,NA,0.76,7
"5420",60036,60036,2010,4.7619e-05,-4.7619e-05,-4.7619e-05,0,-9.52381e-05,4.7619e-05,0,-4.7619e-05,-110.6797047,36.29895486,NA,0.5,5
"5421",60037,60037,2010,0,4.7619e-05,-4.7619e-05,-4.7619e-05,0,9.52381e-05,-4.7619e-05,9.52381e-05,-110.5686466,36.31263963,NA,0.24,3
