,spring_z_ndvi,lon,lat
30975,1.332,-112.4995045,33.69951297
30996,1.191,-112.3924767,33.7149265
31017,1.723,-112.2854069,33.73024037
31038,1.689,-112.1782953,33.74545454
31059,1.659,-112.0711422,33.76056896
31080,1.82,-111.9639478,33.77558358
31101,1.687,-111.8567124,33.79049834
31122,1.62,-111.7494362,33.8053132
31143,1.631,-111.6421195,33.8200281
31164,1.489,-111.5347625,33.834643
31185,1.202,-111.4273655,33.84915785
31206,1.903,-113.2671052,33.67688266
31227,2.303,-113.1602624,33.69300846
31248,2.432,-113.0533758,33.70903489
31269,1.858,-112.9464455,33.72496189
31290,1.291,-112.8394718,33.74078942
31311,1.587,-112.732455,33.75651741
31332,1.778,-112.6253953,33.77214582
31353,1.344,-112.5182929,33.7876746
31374,1.412,-112.4111481,33.80310369
31395,1.491,-112.3039612,33.81843303
31416,1.349,-112.1967323,33.83366259
31437,1.734,-112.0894618,33.84879231
31458,1.719,-111.9821499,33.86382213
31479,1.488,-111.8747968,33.87875201
31500,1.296,-111.7674029,33.89358189
31521,1.654,-111.6599682,33.90831173
31542,1.612,-111.5524931,33.92294147
31563,2.491,-113.2867526,33.76491905
31584,2.269,-113.1797936,33.78106109
31605,1.933,-113.0727906,33.79710368
31626,1.837,-112.9657438,33.81304675
31647,1.824,-112.8586535,33.82889026
31668,1.553,-112.7515198,33.84463415
31689,1.652,-112.6443432,33.86027837
31710,1.854,-112.5371237,33.87582286
31731,1.859,-112.4298617,33.89126758
31752,1.563,-112.2152111,33.92185748
31773,1.458,-112.1078229,33.93700255
31794,1.283,-112.0003932,33.95204764
31815,1.337,-111.8929222,33.9669927
31836,1.593,-111.7854102,33.98183768
31857,1.738,-111.6778573,33.99658251
31878,2.098,-113.3064442,33.85294177
31899,1.926,-113.1993688,33.86910013
31920,1.899,-113.0922492,33.88515895
31941,1.904,-112.9850856,33.90111816
31962,1.972,-112.8778784,33.91697772
31983,2.011,-112.7706277,33.93273757
32004,1.817,-112.6633339,33.94839766
32025,1.478,-112.1262256,34.02519987
32046,1.622,-113.3261803,33.94095101
32067,2.152,-113.2189881,33.95712575
32088,2.013,-113.1117517,33.97320086
32109,1.913,-113.0044711,33.98917627
32130,1.847,-113.8357632,34.2268937
32151,2.125,-113.7282839,34.24353406
32172,2.281,-113.6207587,34.26007467
32193,1.289,-113.963744,34.29801291
32214,1.843,-113.8561938,34.31477016
32235,2.399,-113.7485972,34.33142762
32256,1.914,-113.6409545,34.34798522
32277,2.017,-113.5332661,34.36444291
32298,1.978,-113.425532,34.38080064
32319,1.421,-114.0919593,34.36898504
32340,1.623,-113.9843383,34.38585936
32361,1.985,-113.8766706,34.40263386
32382,2.236,-113.7689565,34.41930848
32403,2.09,-113.6611961,34.43588315
32424,1.823,-113.5533898,34.45235783
32445,1.884,-113.4455377,34.46873245
32466,1.625,-113.3376402,34.48500695
32487,1.011,-114.2204092,34.43980981
32508,1.509,-114.1127178,34.45680141
32529,1.45,-114.0049793,34.47369314
32550,1.46,-113.897194,34.49048497
32571,1.679,-113.789362,34.50717682
32592,1.486,-113.6814837,34.52376863
32613,1.723,-113.5735592,34.54026036
32634,2.014,-113.4655889,34.55665194
32655,1.867,-113.3575729,34.57294332
32676,1.21,-114.3490939,34.51048697
32697,1.654,-114.2413324,34.52759603
32718,1.269,-114.1335235,34.5446052
32739,1.268,-114.0256672,34.56151442
32760,1.342,-113.917764,34.57832364
32781,1.409,-113.8098139,34.59503279
32802,1.679,-113.7018174,34.61164183
32823,1.769,-113.5937745,34.62815068
32844,2.032,-113.4856857,34.6445593
32865,1.853,-113.377551,34.66086762
32886,1.988,-114.3701823,34.59824298
32907,1.594,-114.2623031,34.61536977
32928,1.159,-114.1543763,34.63239659
32949,1.165,-114.0464021,34.64932337
32970,1.248,-113.9383807,34.66615005
32991,1.672,-113.8303124,34.68287659
33012,1.64,-113.7221973,34.69950291
33033,1.695,-113.6140359,34.71602896
33054,1.96,-113.5058282,34.73245469
33075,1.424,-113.3975747,34.74878003
33096,2.044,-114.3913186,34.6859866
33117,1.402,-114.2833215,34.7031312
33138,1.326,-114.1752767,34.72017574
33159,1.631,-114.0671842,34.73712015
33180,1.343,-113.9590444,34.75396438
33201,1.711,-113.8508575,34.77070836
33222,1.631,-113.7426237,34.78735205
33243,1.457,-113.6343434,34.80389537
33264,1.974,-113.5260167,34.82033828
33285,1.53,-113.417644,34.83668071
33306,0.262,-114.52057,34.75645542
33327,2.108,-114.412503,34.773718
33348,1.412,-114.3043878,34.79088049
33369,1.359,-114.1962246,34.80794282
33390,1.559,-114.0880136,34.82490494
33411,1.463,-113.9797551,34.84176678
33432,1.67,-113.8714494,34.85852829
33453,1.811,-113.7630967,34.87518941
33474,1.752,-113.6546973,34.89175008
33495,1.864,-113.5462513,34.90821024
33516,1.681,-113.4377591,34.92456984
33537,1.289,-114.5419208,34.84415673
33558,2.309,-114.4337356,34.86143736
33579,1.883,-114.325502,34.87861781
33600,1.674,-114.2172202,34.89569801
33621,1.737,-114.1088905,34.91267791
33642,1.715,-114.0005131,34.92955744
33663,1.862,-113.8920884,34.94633655
33684,1.737,-113.7836165,34.96301518
33705,1.612,-113.6750976,34.97959327
33726,1.954,-113.5665321,34.99607075
33747,1.925,-113.4579202,35.01244758
33768,1.783,-113.3492622,35.0287237
33789,2.13,-114.5633204,34.93184608
33810,2.469,-114.4550167,34.94914483
33831,1.871,-114.3466644,34.96634332
33852,1.345,-114.2382638,34.98344147
33873,1.319,-114.1298151,35.00043922
33894,1.578,-114.0213186,35.01733652
33915,1.618,-113.9127745,35.03413331
33936,1.608,-113.8041831,35.05082952
33957,1.471,-113.6955446,35.0674251
33978,1.681,-113.5868594,35.08391998
33999,1.844,-113.4781275,35.10031412
34020,1.774,-113.3693494,35.11660745
34041,2.315,-114.5847688,35.01952364
34062,2.253,-114.4763463,35.0368406
34083,2.017,-114.3678751,35.0540572
34104,1.427,-114.2593554,35.07117337
34125,1.781,-114.1507875,35.08818905
34146,2.064,-114.0421716,35.1051042
34167,1.391,-113.9335079,35.12191873
34188,1.399,-113.8247968,35.1386326
34209,1.386,-113.7160385,35.15524574
34230,1.515,-113.6072331,35.1717581
34251,2.136,-113.4983811,35.18816962
34272,1.56,-113.3894826,35.20448024
34293,2.151,-114.6062661,35.10718959
34314,2.156,-114.4977247,35.12452483
34335,2.276,-114.3891343,35.14175962
34356,1.715,-114.2804953,35.15889389
34377,1.816,-114.1718079,35.17592758
34398,1.864,-114.0630723,35.19286064
34419,1.846,-113.9542888,35.20969299
34440,1.263,-113.8454577,35.2264246
34461,1.707,-113.7365792,35.24305538
34482,1.908,-113.6276536,35.25958529
34503,1.869,-113.5186811,35.27601426
34524,1.557,-113.409662,35.29234224
34545,2.19,-114.5191519,35.21219769
34566,2.121,-114.4104421,35.22945074
34587,1.836,-114.3016835,35.24660319
34608,1.852,-114.1928764,35.26365497
34629,1.813,-114.0840209,35.28060601
34650,1.781,-113.9751174,35.29745627
34671,1.564,-113.8661661,35.31420568
34692,1.85,-113.7571672,35.33085418
34713,1.865,-113.648121,35.34740171
34734,1.633,-113.5390278,35.36384821
34755,1.501,-113.4298878,35.38019363
34776,2.114,-114.5406283,35.29985936
34797,2.229,-114.4317988,35.31713075
34818,1.718,-114.3229204,35.33430145
34839,1.665,-114.2139932,35.35137139
34860,1.848,-114.1050176,35.3683405
34881,1.997,-113.9959937,35.38520874
34902,1.832,-113.8869219,35.40197603
34923,1.615,-113.7778024,35.41864232
34944,1.877,-113.6686354,35.43520755
34965,0.993,-113.5594212,35.45167165
34986,1.191,-113.4501601,35.46803458
35007,1.418,-113.3408523,35.48429626
35028,2.157,-114.5621538,35.38751
35049,2.147,-114.4532045,35.40479981
35070,1.937,-114.3442059,35.42198884
35091,1.776,-114.2351585,35.43907702
35112,1.691,-114.1260625,35.45606428
35133,1.298,-114.0169181,35.47295056
35154,1.581,-113.9077255,35.48973582
35175,1.579,-113.7984851,35.50641997
35196,1.77,-113.689197,35.52300297
35217,1.263,-113.5798616,35.53948475
35238,1.058,-113.4704791,35.55586526
35259,1.28,-113.3610498,35.57214443
35280,2.201,-114.5837288,35.47514979
35301,2.09,-114.4746592,35.4924581
35322,1.954,-114.3655404,35.50966553
35343,1.782,-114.2563725,35.52677202
35364,1.696,-114.1471558,35.54377751
35385,1.274,-114.0378905,35.56068192
35406,1.564,-113.9285769,35.57748521
35427,1.846,-113.8192154,35.59418731
35448,1.429,-113.709806,35.61078815
35469,1.12,-113.6003491,35.62728769
35490,1.306,-113.4908449,35.64368585
35511,1.567,-113.3812938,35.65998259
35532,2.209,-114.6053533,35.5627789
35553,1.917,-114.4961634,35.58010579
35574,2.209,-114.3869239,35.59733171
35595,1.976,-114.2776352,35.61445659
35616,1.651,-114.1682976,35.63148037
35637,1.546,-114.0589112,35.64840299
35658,1.946,-113.9494764,35.66522439
35679,1.49,-113.8399934,35.6819445
35700,1.273,-113.7304625,35.69856327
35721,1.571,-113.6208838,35.71508064
35742,1.428,-113.5112578,35.73149653
35763,1.665,-113.4015846,35.74781091
35784,1.923,-114.6270276,35.6503975
35805,2.227,-114.5177169,35.66774304
35826,2.24,-114.4083567,35.68498753
35847,1.827,-114.298947,35.70213088
35868,1.87,-114.1894881,35.71917303
35889,2.252,-114.0799804,35.73611394
35910,1.92,-113.9704241,35.75295353
35931,1.417,-113.8608194,35.76969174
35952,1.086,-113.7511666,35.7863285
35973,1.48,-113.641466,35.80286377
35994,1.633,-113.5317178,35.81929748
36015,2.032,-113.4219222,35.83562956
36036,2.216,-114.6487518,35.73800576
36057,2.313,-114.5393202,35.75537005
36078,2.287,-114.4298388,35.77263317
36099,1.893,-114.3203078,35.78979507
36120,2.03,-114.2107276,35.80685568
36141,1.866,-114.1010983,35.82381495
36162,1.433,-113.9914202,35.8406728
36183,1.265,-113.8816935,35.85742918
36204,1.28,-113.7719186,35.87408402
36225,1.591,-113.6620957,35.89063727
36246,1.612,-113.5522251,35.90708886
36267,1.588,-113.4423069,35.92343874
36288,1.697,-113.3323416,35.93968683
36309,2.109,-114.670526,35.82560387
36330,2.215,-114.5609733,35.84298697
36351,2.427,-114.4513705,35.86026881
36372,2.133,-114.341718,35.87744934
36393,2.487,-114.2320161,35.89452848
36414,2.227,-114.1222649,35.91150619
36435,1.549,-114.0124647,35.92838238
36456,1.08,-113.9026159,35.94515701
36477,1.478,-113.7927186,35.96183001
36498,1.427,-113.6827732,35.97840131
36519,1.639,-113.5727798,35.99487087
36540,1.55,-113.4627388,36.0112386
36561,1.744,-113.3526505,36.02750446
36582,1.983,-114.6923505,35.91319199
36603,2.016,-114.5826763,35.93059398
36624,2.388,-114.4729519,35.94789462
36645,2.578,-114.3631777,35.96509386
36666,2.767,-114.2533537,35.98219161
36687,2.383,-114.1434804,35.99918783
36708,2.109,-114.033558,36.01608245
36729,1.539,-113.9235867,36.03287541
36750,1.533,-113.8135668,36.04956663
36771,1.341,-113.7034986,36.06615607
36792,1.34,-113.5933823,36.08264366
36813,1.868,-113.4832182,36.09902934
36834,1.586,-113.3730065,36.11531304
36855,1.607,-113.2627476,36.13149471
36876,2.191,-114.7142254,36.0007703
36897,2.037,-114.6044295,36.01819126
36918,2.49,-114.4945833,36.03551079
36939,2.713,-114.384687,36.0527288
36960,2.542,-114.0547001,36.10377318
36981,1.937,-113.9446061,36.12058454
37002,1.764,-113.8344633,36.13729408
37023,1.249,-113.7242721,36.15390173
37044,1.477,-113.6140325,36.17040743
37065,1.646,-113.503745,36.18681113
37086,1.36,-113.3934098,36.20311275
37107,1.288,-113.2830271,36.21931224
37128,1.344,-113.1725973,36.23540954
37149,1.553,-113.0621206,36.25140458
37170,1.645,-112.9515972,36.26729731
37191,1.726,-112.8410275,36.28308767
37212,2.394,-114.736151,36.08833897
37233,2.676,-114.6262331,36.10577899
37254,2.619,-114.5162647,36.12311747
37275,2.8,-114.4062461,36.14035436
37296,2.102,-113.9656743,36.2082846
37317,1.948,-113.8554084,36.22501252
37338,1.587,-113.7450938,36.24163846
37359,1.651,-113.6347307,36.25816235
37380,1.586,-113.5243196,36.27458414
37401,1.311,-113.4138606,36.29090376
37422,1.063,-113.3033539,36.30712115
37443,1.241,-113.1927999,36.32323624
37464,1.268,-113.0821989,36.33924899
37485,1.544,-112.9715511,36.35515932
37506,1.588,-112.8608567,36.37096717
37527,1.449,-112.7501161,36.3866725
37548,1.435,-112.6393294,36.40227522
37569,2.296,-113.9867914,36.29597575
37590,2.105,-113.8764021,36.31272214
37611,1.739,-113.7659639,36.32936644
37632,1.475,-113.6554771,36.3459086
37653,1.5,-113.544942,36.36234856
37674,1.294,-113.4343589,36.37868625
37695,0.964,-113.323728,36.39492162
37716,1.625,-113.2130496,36.41105459
37737,1.626,-113.102324,36.42708511
37758,1.764,-112.9915514,36.44301311
37779,1.523,-112.8807322,36.45883854
37800,1.266,-112.7698665,36.47456134
37821,1.439,-112.6589546,36.49018144
37842,2.49,-114.0079577,36.38365818
37863,2.138,-113.8974446,36.40042311
37884,1.805,-113.7868826,36.41708586
37905,1.178,-113.6762718,36.43364637
37926,1.608,-113.5656125,36.45010457
37947,1.016,-113.454905,36.46646041
37968,0.832,-113.3441496,36.48271383
37989,1.833,-113.2333466,36.49886475
38010,1.341,-113.1224961,36.51491312
38031,1.167,-113.0115985,36.53085888
38052,0.897,-112.9006541,36.54670196
38073,0.969,-112.789663,36.56244231
38094,1.148,-112.6786257,36.57807986
38115,2.051,-114.0291731,36.47133206
38136,1.946,-113.9185362,36.48811561
38157,1.706,-113.80785,36.50479688
38178,1.244,-113.6971149,36.52137582
38199,1.79,-113.5863312,36.53785235
38220,1.687,-113.4754991,36.55422642
38241,1.521,-113.3646189,36.57049796
38262,1.376,-113.2536909,36.58666691
38283,1.262,-113.1427153,36.60273321
38304,1.116,-113.0316924,36.61869679
38325,0.468,-112.9206225,36.6345576
38346,0.719,-112.8095059,36.65031557
38367,0.972,-112.6983428,36.66597065
38388,1.398,-113.9396769,36.57579983
38409,0.958,-113.8288663,36.5924997
38430,0.919,-113.7180067,36.60909714
38451,1.493,-113.6070982,36.62559208
38472,1.598,-113.4961413,36.64198445
38493,1.79,-113.385136,36.6582742
38514,1.348,-113.2740828,36.67446125
38535,1.502,-113.1629818,36.69054555
38556,1.279,-113.0518334,36.70652704
38577,1.166,-112.9406378,36.72240565
38598,0.926,-112.8293953,36.73818133
38619,0.841,-112.7181061,36.753854
38640,1.167,-113.960867,36.66347593
38661,1.211,-113.8499317,36.68019449
38682,1.422,-113.7389473,36.69681051
38703,1.337,-113.6279138,36.71332394
38724,1.238,-113.5168317,36.72973469
38745,1.557,-113.4057011,36.74604272
38766,1.124,-113.2945224,36.76224796
38787,1.531,-113.1832957,36.77835034
38808,1.347,-113.0720215,36.79434981
38829,0.715,-112.9606999,36.8102463
38850,0.341,-112.8493312,36.82603975
38871,0.489,-112.7379158,36.8417301
38892,1.08,-112.6264538,36.85731729
38913,2.037,-113.9821065,36.75114412
38934,1.522,-113.8710464,36.76788144
38955,1.639,-113.7599369,36.78451612
38976,1.568,-113.6487782,36.8010481
38997,1.085,-113.5375706,36.81747732
39018,1.411,-113.4263144,36.83380371
39039,1.581,-113.3150099,36.85002721
39060,1.47,-113.2036573,36.86614775
39081,1.15,-113.0922569,36.88216528
39102,0.403,-112.9808091,36.89807973
39123,0.655,-112.869314,36.91389103
39144,1.119,-112.7577719,36.92959913
39165,1.19,-112.6461832,36.94520396
39186,0.769,-112.5345481,36.96070547
39207,2.177,-114.0033958,36.83880456
39228,1.861,-113.8922105,36.85556072
39249,0.977,-113.7809756,36.87221414
39270,1.298,-113.6696913,36.88876477
39291,1.241,-113.558358,36.90521253
39312,1.409,-113.446976,36.92155736
39333,1.548,-113.3355454,36.9377992
39354,1.756,-113.2240666,36.95393798
39375,1.529,-113.1125399,36.96997364
39396,0.871,-113.0009655,36.98590611
39417,1.304,-114.024735,36.92645743
39438,1.779,-113.9134242,36.94323252
39459,1.35,-113.8020636,36.95990476
39480,1.607,-113.6906536,36.97647411
39501,1.464,-113.5791943,36.99294049
39522,1.345,-109.9479037,33.58605568
39543,1.237,-109.9637864,33.67461462
39564,1.347,-109.9797051,33.76316074
39585,1.781,-109.9956598,33.85169424
39606,2.635,-109.8879685,33.86477657
39627,1.669,-110.2434296,34.00220378
39648,1.616,-110.6912683,34.03637012
39669,1.601,-110.583441,34.05009681
39690,1.627,-110.4755758,34.06372292
39711,1.352,-110.367673,34.07724841
39732,1.519,-110.2597329,34.09067323
39753,1.043,-110.1517557,34.10399732
39774,2.059,-110.0437417,34.11722066
39795,1.517,-109.9356911,34.13034318
39816,1.676,-110.7080876,34.12477177
39837,1.529,-110.492156,34.15215264
39858,0.96,-110.1679761,34.19246842
39879,1.168,-109.9516711,34.2188414
39900,1.625,-110.5087738,34.24057035
39921,1.047,-110.292451,34.26757614
39942,1.642,-110.1842335,34.2809277
39963,1.716,-110.0759789,34.29417831
39984,1.273,-109.9676875,34.30732791
40005,1.887,-109.8593595,34.32037647
40026,-0.082,-110.7418411,34.30153891
40047,1.485,-110.4171666,34.34254359
40068,2.125,-110.308866,34.35600997
40089,1.986,-110.2005279,34.36937534
40110,2.003,-110.0921527,34.38263967
40131,1.677,-109.9837404,34.3958029
40152,2.168,-109.8752915,34.40886499
40173,1.363,-110.6504686,34.40368811
40194,1.962,-110.5421232,34.41737051
40215,1.833,-110.4337398,34.43095191
40236,2.05,-110.3253185,34.44443226
40257,2.229,-110.2168596,34.45781152
40278,2.011,-110.1083633,34.47108962
40299,2.438,-109.9998301,34.48426654
40320,2.38,-109.89126,34.49734222
40341,1.613,-110.6673211,34.49205667
40362,1.892,-110.5588551,34.5057533
40383,1.87,-110.4503508,34.51934883
40404,2.505,-110.3418085,34.53284321
40425,2.66,-110.2332285,34.5462364
40446,2.793,-110.1246111,34.55952835
40467,2.808,-110.0159565,34.57271901
40488,2.802,-109.9072649,34.58580833
40509,1.405,-110.6842121,34.58041389
40530,1.863,-110.5756251,34.5941248
40551,2.228,-110.4669998,34.60773452
40572,1.039,-110.3583363,34.621243
40593,2.702,-110.249635,34.63465018
40614,2.71,-110.1408961,34.64795603
40635,2.352,-110.0321198,34.66116049
40656,1.842,-109.9233066,34.67426352
40677,2.015,-110.7011418,34.66875993
40698,2.042,-110.5924336,34.68248519
40719,2.373,-110.4836868,34.69610916
40740,2.63,-110.3749019,34.70963178
40761,2.235,-110.266079,34.72305302
40782,2.442,-110.1572183,34.73637283
40803,2.026,-110.0483202,34.74959115
40824,1.74,-109.939385,34.76270794
40845,2.049,-110.7181102,34.75709498
40866,2.411,-110.6092805,34.77083464
40887,2.563,-110.5004122,34.78447292
40908,2.643,-110.3915055,34.79800976
40929,2.052,-110.2825607,34.81144511
40950,1.654,-110.173578,34.82477894
40971,1.696,-110.0645578,34.83801118
40992,1.742,-109.9555003,34.85114179
41013,2.49,-109.8464057,34.86417074
41034,2.057,-110.7351175,34.8454192
41055,1.888,-110.6261661,34.85917333
41076,1.832,-110.5171759,34.87282598
41097,2.173,-110.4081472,34.88637709
41118,1.7,-110.2990802,34.89982662
41139,1.547,-110.1899753,34.91317453
41160,1.706,-110.0808327,34.92642075
41181,1.918,-109.9716527,34.93956525
41202,2.034,-109.8624355,34.95260797
41223,1.673,-110.6430904,34.94750145
41244,1.855,-110.5339781,34.96116852
41265,1.755,-110.4248271,34.97473397
41286,1.309,-110.3156377,34.98819774
41307,1.222,-110.2064103,35.00155978
41328,0.67,-110.097145,35.01482004
41349,1.591,-109.9878422,35.02797848
41370,1.853,-109.878502,35.04103505
41391,1.409,-110.6600537,35.03581915
41412,0.937,-110.5508189,35.04950073
41433,0.699,-110.4415454,35.06308057
41454,1.058,-110.3322334,35.07655863
41475,0.766,-110.2228831,35.08993487
41496,1.096,-110.1134949,35.10320924
41517,0.804,-110.004069,35.11638167
41538,1.491,-109.8946057,35.12945214
41559,1.243,-110.677056,35.12412664
41580,1.127,-110.5676985,35.13782277
41601,0.783,-110.4583022,35.15141707
41622,1.533,-110.3488672,35.16490949
41643,1.636,-110.2393939,35.17829999
41664,0.653,-110.1298825,35.19158851
41685,1.09,-110.0203332,35.20477501
41706,1.548,-109.9107464,35.21785944
41727,1.399,-110.6940974,35.21242408
41748,1.557,-110.584617,35.22613483
41769,1.256,-110.4750976,35.23974365
41790,1.258,-110.3655394,35.25325049
41811,1.424,-110.2559427,35.26665531
41832,1.208,-110.1463078,35.27995805
41853,1.142,-110.036635,35.29315867
41874,0.984,-109.9269245,35.30625712
41895,0.834,-110.7111782,35.30071166
41916,1.007,-110.6015746,35.31443708
41937,1.481,-110.4919318,35.32806048
41958,1.674,-110.3822501,35.34158181
41979,1.551,-110.2725298,35.35500101
42000,1.739,-110.1627712,35.36831803
42021,1.22,-110.0529744,35.38153284
42042,1.07,-109.9431399,35.39464537
42063,0.742,-110.7282984,35.38898955
42084,0.709,-110.6185713,35.40272972
42105,1.405,-110.5088049,35.41636776
42126,1.823,-110.3989994,35.42990363
42147,1.427,-110.2891552,35.44333727
42168,1.244,-110.1792726,35.45666864
42189,1.238,-110.0693517,35.46989769
42210,1.048,-109.9593929,35.48302436
42231,1.257,-109.8493964,35.49604861
42252,0.251,-110.7454581,35.47725794
42273,0.684,-110.6356073,35.49101291
42294,0.882,-110.525717,35.50466566
42315,1.106,-110.4157875,35.51821614
42336,1.046,-110.3058192,35.53166429
42357,0.827,-110.1958122,35.54501006
42378,0.522,-110.0857669,35.55825341
42399,0.597,-109.9756835,35.57139428
42420,0.568,-109.8655623,35.58443263
42441,0.107,-110.6526827,35.57928685
42462,-0.069,-110.5426682,35.59295437
42483,-0.034,-110.4326145,35.60651951
42504,0.669,-110.3225217,35.61998223
42525,0.283,-110.2123902,35.63334246
42546,0.526,-110.1022201,35.64660018
42567,0.766,-109.9920119,35.65975531
42588,-0.027,-110.6697977,35.6675517
42609,0.049,-110.5596588,35.68123406
42630,-0.408,-110.4494805,35.69481393
42651,0.311,-110.339263,35.70829128
42672,0.669,-110.2290066,35.72166604
42693,0.526,-110.1187116,35.73493818
42714,0.52,-110.0083783,35.74810764
42735,-0.007,-110.6869524,35.75580766
42756,-0.104,-110.5766888,35.76950491
42777,-0.142,-110.4663856,35.78309958
42798,0.035,-110.3560431,35.79659162
42819,0.453,-110.2456616,35.80998098
42840,0.795,-110.1352414,35.8232676
42861,0.384,-110.0247827,35.83645145
42882,0.318,-110.704147,35.84405491
42903,0.029,-110.5937584,35.85776712
42924,0.341,-110.4833301,35.87137665
42945,0.221,-110.3728623,35.88488344
42966,0.487,-110.2623554,35.89828745
42987,0.777,-110.1518096,35.91158863
43008,0.315,-110.0412253,35.92478692
43029,0.271,-110.7213816,35.93229363
43050,0.318,-110.6108677,35.94602086
43071,0.335,-110.500314,35.95964531
43092,0.23,-110.3897207,35.97316692
43113,0.561,-110.2790881,35.98658565
43134,0.465,-110.1684165,35.99990144
43155,0.433,-110.0577062,36.01311424
43176,-0.028,-110.7386562,36.020524
43197,-0.005,-110.6280168,36.03426632
43218,0.412,-110.5173374,36.04790576
43239,0.422,-110.4066183,36.06144225
43260,0.586,-110.2958598,36.07487576
43281,0.375,-110.1850621,36.08820622
43302,0.515,-110.0742255,36.1014336
43323,0.25,-110.6452059,36.12250368
43344,0.332,-110.5344006,36.13615817
43365,0.659,-110.4235554,36.14970961
43386,0.583,-110.3126706,36.16315796
43407,0.569,-110.2017465,36.17650316
43428,0.255,-110.0907835,36.18974517
43449,0.036,-110.6624352,36.21073313
43470,0.533,-110.5515036,36.22440273
43491,0.86,-110.440532,36.23796919
43512,0.958,-110.3295207,36.25143244
43533,0.726,-110.21847,36.26479245
43554,0.511,-110.1073801,36.27804916
43575,0.222,-110.6797047,36.29895486
43596,0.269,-110.5686466,36.31263963
43617,0.971,-110.4575483,36.32622116
43638,0.915,-110.3464102,36.33969939
43659,0.835,-110.2352326,36.35307426
43680,0.344,-110.1240156,36.36634573
43701,0.003,-110.0127597,36.37951374
43722,1.038,-110.6970146,36.38716904
43743,0.898,-110.5858297,36.40086906
43764,0.626,-110.4746045,36.41446573
43785,0.831,-110.3633393,36.42795899
43806,0.671,-110.2520344,36.4413488
43827,-0.243,-110.1406901,36.45463509
43848,0.046,-110.0293067,36.46781782
43869,0.198,-110.714365,36.47537586
43890,0.654,-110.603053,36.4890912
43911,1.134,-110.4917006,36.50270307
43932,1.031,-110.3803081,36.51621144
43953,0.602,-110.2688757,36.52961623
43974,0.064,-110.1574038,36.54291741
43995,-0.618,-110.0458926,36.55611492
44016,0.289,-110.7317562,36.56357552
44037,0.753,-110.6203168,36.57730623
44058,0.628,-110.5088369,36.59093338
44079,0.763,-110.3973167,36.60445691
44100,0.853,-110.2857565,36.61787676
44121,-0.226,-110.1741567,36.6311929
44142,-0.425,-110.0625174,36.64440525
44163,0.74,-110.7491882,36.6517682
44184,0.658,-110.6376211,36.66551436
44205,1.078,-110.5260134,36.67915684
44226,0.397,-110.4143652,36.6926956
44247,0.262,-110.302677,36.70613058
44268,-0.328,-110.1909489,36.71946173
44289,0.148,-110.0791813,36.73268899
44310,0.866,-110.6549661,36.75371575
44331,0.659,-110.5432303,36.76737364
44352,0.403,-110.4314539,36.78092769
44373,-0.144,-110.3196373,36.79437786
44394,-0.313,-110.2077808,36.8077241
44415,0.143,-110.0958845,36.82096634
44436,0.55,-110.6723519,36.84191061
44457,0.369,-110.5604877,36.85558397
44478,-0.442,-110.4485829,36.86915339
44499,-0.486,-110.3366376,36.88261881
44520,0.046,-110.2246523,36.89598019
44541,0.027,-110.1126271,36.90923747
44562,0.654,-110.6897787,36.93009912
44583,0.407,-110.5777859,36.94378802
44604,-0.645,-110.4657522,36.95737286
44625,-0.327,-110.353678,36.97085361
44646,0.258,-110.2415636,36.9842302
44667,-0.141,-110.1294092,36.99750258
44688,1.33,-111.5047006,31.47625368
44709,1.532,-111.4004393,31.49079706
44730,1.428,-111.6262142,31.55023551
44751,1.304,-111.5218792,31.56489014
44772,1.495,-111.4175064,31.57944706
44793,1.295,-111.3130961,31.59390622
44814,1.225,-111.2086485,31.60826756
44835,1.421,-111.8523205,31.60921105
44856,1.137,-111.7479505,31.62407483
44877,1.425,-111.6435421,31.63884091
44898,1.399,-111.5390955,31.65350923
44919,1.359,-111.4346111,31.66807974
44940,1.358,-111.330089,31.68255241
44961,1.167,-111.2255295,31.69692719
44982,1.378,-110.9116287,31.73946376
45003,1.442,-110.8069218,31.75344654
45024,1.577,-110.7021787,31.76733122
45045,1.994,-110.5973995,31.78111776
45066,1.945,-110.4925846,31.7948061
45087,1.657,-112.0787565,31.66772288
45108,1.708,-111.9743526,31.68279602
45129,1.477,-111.8699097,31.69777146
45150,1.323,-111.7654281,31.71264915
45171,1.269,-111.6609081,31.72742904
45192,1.047,-111.5563498,31.74211109
45213,1.364,-111.4517535,31.75669527
45234,1.135,-111.3471194,31.77118151
45255,1.192,-111.2424477,31.78556978
45276,1.153,-111.1377387,31.79986004
45297,1.556,-111.0329927,31.81405223
45318,1.063,-110.9282098,31.82814633
45339,1.439,-110.8233903,31.84214228
45360,1.625,-110.7185344,31.85604003
45381,1.872,-110.6136424,31.86983956
45402,1.886,-110.5087145,31.88354081
45423,0.628,-112.3055201,31.72577022
45444,0.96,-112.2010835,31.74105291
45465,1.277,-112.0966074,31.75623791
45486,1.721,-111.992092,31.77132517
45507,1.552,-111.8875376,31.78631464
45528,1.238,-111.7829442,31.80120629
45549,1.427,-111.6783123,31.81600006
45570,1.596,-111.573642,31.83069591
45591,1.702,-111.4689336,31.8452938
45612,1.057,-111.3641872,31.85979367
45633,1.331,-111.2594032,31.87419549
45654,1.108,-111.1545818,31.88849922
45675,1.322,-111.0497231,31.9027048
