,spring_z_ndvi,lon,lat
95186,-0.333,-108.2380605,35.9448155
95207,-0.243,-108.1271185,35.95623215
95228,-0.319,-108.0161433,35.96754528
95249,-0.289,-107.9051351,35.97875486
95270,-0.221,-107.7940942,35.98986083
95291,0.406,-109.0289696,35.95047285
95312,0.416,-108.9181417,35.96262621
95333,1.11,-108.8072784,35.97467626
95354,0.1,-108.69638,35.98662296
95375,-0.963,-108.5854468,35.99846626
95396,-0.601,-105.0665992,35.78076384
95417,-0.535,-104.9554842,35.78921991
95438,-0.826,-104.8443447,35.79757195
95459,-0.806,-104.7331809,35.80581992
95480,-1.003,-104.6219931,35.8139638
95501,-0.872,-104.5107817,35.82200355
95522,-0.76,-104.3995469,35.82993914
95543,-0.404,-105.1884625,35.86109892
95564,-0.104,-105.0772436,35.86966841
95585,-0.634,-104.9659997,35.87813379
95606,-0.694,-104.8547312,35.88649502
95627,-1.048,-104.7434384,35.89475209
95648,-1.034,-104.6321215,35.90290494
95669,-1.096,-104.5207808,35.91095356
95690,-0.873,-104.4094167,35.91889791
95711,0.388,-105.6443967,35.91462964
95732,-0.171,-105.5331518,35.92362514
95753,0.304,-105.4218807,35.93251656
95774,-0.081,-105.3105836,35.94130385
95795,-0.527,-105.199261,35.94998699
95816,-0.356,-105.087913,35.95856594
95837,-0.546,-104.9765399,35.96704068
95858,-0.693,-104.8651421,35.97541116
95879,-0.894,-104.7537199,35.98367735
95900,-0.993,-104.6422736,35.99183922
95921,-1.12,-104.5308034,35.99989675
95942,-0.747,-104.4193096,36.00784989
95963,0.697,-105.432963,36.02137841
95984,0.05,-105.3215367,36.03017544
96005,0.015,-105.2100847,36.03886819
96026,-0.251,-105.0986073,36.04745665
96047,-0.717,-104.9871048,36.05594078
96068,-0.866,-104.8755775,36.06432054
96089,-0.829,-104.7640256,36.0725959
96110,-1.011,-104.6524495,36.08076683
96131,-1.101,-104.5408495,36.0888333
96152,-0.948,-104.4292258,36.09679528
96173,0.333,-105.3325155,36.1190403
96194,0.495,-105.220934,36.12774271
96215,-0.426,-105.1093269,36.13634072
96236,-0.679,-104.9976946,36.14483428
96257,-0.818,-104.8860373,36.15322336
96278,-0.867,-104.7743555,36.16150793
96299,-1.118,-104.6626494,36.16968796
96320,-0.956,-104.5509192,36.17776341
96341,-0.857,-104.4391654,36.18573426
96362,1.099,-105.3435202,36.20789863
96383,0.966,-105.2318087,36.21661075
96404,-0.509,-105.1200716,36.22521834
96425,-0.19,-105.0083092,36.23372137
96446,-0.776,-104.8965218,36.24211982
96467,0.142,-105.0645675,32.00454861
96488,1.177,-104.9586987,32.01304656
96509,1.061,-104.8528075,32.02144484
96530,0.78,-106.133278,32.00334229
96551,1.671,-106.02753,32.01284452
96572,1.787,-105.9217571,32.02224727
96593,2.129,-105.8159595,32.03155051
96614,1.77,-105.7101375,32.04075421
96635,1.859,-105.6042912,32.04985833
96656,1.784,-105.4984211,32.05886285
96677,1.767,-105.3925273,32.06776775
96698,1.95,-105.2866102,32.07657298
96719,1.839,-105.1806698,32.08527853
96740,1.842,-105.0747066,32.09388437
96761,1.844,-104.9687207,32.10239047
96782,1.591,-104.8627125,32.11079679
96803,0.94,-106.3562609,32.07325512
96824,0.539,-106.2504472,32.0829655
96845,0.952,-106.144608,32.09257637
96866,1.405,-106.0387435,32.1020877
96887,1.587,-105.9328541,32.11149945
96908,1.743,-105.8269398,32.1208116
96929,1.898,-105.7210011,32.13002411
96950,2.144,-105.6150381,32.13913697
96971,2.189,-105.5090511,32.14815013
96992,2.265,-105.4030404,32.15706356
97013,2.135,-105.2970062,32.16587725
97034,2.354,-105.1909487,32.17459116
97055,2.221,-105.0848683,32.18320527
97076,2.127,-104.9787652,32.19171954
97097,1.408,-104.8726396,32.20013395
97118,0.577,-106.3678493,32.1624556
97139,0.5,-106.2619191,32.1721753
97160,0.695,-106.1559633,32.18179539
97181,1.286,-106.0499821,32.19131585
97202,1.348,-105.9439758,32.20073664
97223,1.567,-105.8379447,32.21005774
97244,1.722,-105.731889,32.21927911
97265,1.885,-105.6258089,32.22840073
97286,1.822,-105.5197048,32.23742256
97307,2.174,-105.4135769,32.24634458
97328,2.134,-105.3074254,32.25516676
97349,2.15,-105.2012506,32.26388907
97370,1.928,-105.0950527,32.27251148
97391,2.08,-104.9888321,32.28103396
97412,0.924,-104.8825889,32.28945649
97433,0.919,-106.2734166,32.26137016
97454,0.441,-106.1673438,32.27099952
97475,0.945,-106.0612457,32.28052915
97496,1.114,-105.9551224,32.28995902
97517,1.46,-105.8489741,32.29928911
97538,1.679,-105.7428012,32.30851937
97559,2.017,-105.6366038,32.31764979
97580,2.142,-105.5303823,32.32668034
97601,1.901,-105.4241369,32.33561098
97622,1.934,-105.3178679,32.34444168
97643,1.872,-105.2115755,32.35317242
97664,1.668,-105.1052599,32.36180317
97685,1.392,-104.9989215,32.3703339
97706,0.562,-104.8925605,32.37876458
97727,0.948,-106.2849397,32.35055027
97748,0.784,-106.1787499,32.36018893
97769,1.157,-106.0725345,32.36972777
97790,0.704,-105.9662938,32.37916676
97811,1.19,-105.8600282,32.38850587
97832,1.771,-105.7537378,32.39774508
97853,1.758,-105.6474229,32.40688434
97874,2.408,-105.5410837,32.41592363
97895,1.803,-105.4347206,32.42486292
97916,1.535,-105.3283338,32.43370219
97937,1.623,-105.2219235,32.4424414
97958,1.608,-105.11549,32.45108052
97979,0.881,-105.0090335,32.45961953
98000,0.9,-104.9025544,32.46805841
98021,0.971,-106.2964887,32.43971581
98042,1.292,-106.1901814,32.44936381
98063,1.355,-106.0838486,32.4589119
98084,0.917,-105.9774904,32.46836004
98105,1.335,-105.871107,32.47770822
98126,1.586,-105.7646989,32.48695639
98147,1.574,-105.6582662,32.49610453
98168,1.82,-105.5518091,32.50515261
98189,1.585,-105.445328,32.5141006
98210,0.944,-106.3080635,32.52886693
98231,1.321,-106.2016386,32.53852431
98252,0.846,-106.095188,32.54808169
98273,0.792,-105.9887119,32.55753904
98294,1.05,-105.8822107,32.56689632
98315,1.355,-105.7756846,32.5761535
98336,1.264,-105.6691338,32.58531056
98357,1.177,-105.5625586,32.59436746
98378,1.276,-105.4559593,32.60332417
98399,1.008,-106.3196643,32.61800382
98420,1.321,-106.2131214,32.62767063
98441,1.216,-106.1065528,32.63723734
98462,1.049,-105.9999587,32.64670392
98483,0.959,-105.8933393,32.65607034
98504,1.198,-105.7866949,32.66533657
98525,1.321,-105.6800258,32.67450258
98546,1.513,-105.5733322,32.68356835
98567,0.864,-105.4666144,32.69253383
98588,0.836,-105.3598726,32.701399
98609,0.771,-106.3312911,32.70712666
98630,0.697,-106.2246301,32.71680293
98651,0.907,-106.1179432,32.72637901
98672,1.11,-106.0112308,32.73585486
98693,0.973,-105.9044929,32.74523047
98714,0.636,-105.6909423,32.76368079
98735,1.471,-105.58413,32.77275546
98756,0.564,-105.4772934,32.78172974
98777,0.736,-105.3704328,32.79060363
98798,0.005,-106.342944,32.79623561
98819,0.397,-106.2361646,32.80592139
98840,0.096,-106.1293592,32.81550688
98861,0.938,-106.0225281,32.82499205
98882,1.165,-105.9156716,32.83437687
98903,0.731,-105.80879,32.84366132
98924,0.655,-105.4879965,32.87091209
98945,0.695,-105.3810168,32.87979472
98979,-0.051,-106.247725,32.89502618
99000,0.367,-106.1408009,32.90462112
99021,1.04,-106.0338509,32.91411565
99042,1.309,-105.9268755,32.92350974
99063,1.222,-105.8198748,32.93280335
99084,0.941,-105.4987238,32.96008105
99105,0.304,-105.3916247,32.96897247
99126,1.05,-106.2593115,32.98411749
99147,0.351,-106.1522683,32.99372192
99168,0.661,-106.0451993,33.00322584
99189,1.102,-105.9381046,33.01262923
99210,0.847,-105.8309846,33.02193205
99231,0.852,-105.6166696,33.04023586
99252,0.801,-105.5094752,33.0492368
99273,-0.351,-105.4022565,33.05813704
99294,0.701,-106.2709241,33.07319549
99315,1.049,-106.1637616,33.08280945
99336,1.102,-106.0565732,33.09232281
99357,1.021,-105.9493591,33.10173554
99378,0.849,-105.8421195,33.1110476
99399,1.336,-105.7348548,33.12025897
99420,1.627,-105.6275651,33.12936962
99441,0.814,-105.5202509,33.13837951
99462,-0.206,-105.4129123,33.14728861
99483,0.999,-106.282563,33.16226035
99504,1.092,-106.1752809,33.17188388
99525,1.929,-106.0679728,33.18140672
99546,1.039,-105.9606389,33.19082883
99567,0.938,-105.8532796,33.20015018
99588,1.383,-105.7458949,33.20937074
99609,1.592,-105.6384853,33.21849048
99630,1.039,-105.531051,33.22750936
99651,-0.286,-105.4235922,33.23642736
99672,1.13,-106.2942281,33.25131226
99693,1.581,-106.1868262,33.26094541
99714,1.741,-106.0793982,33.27047776
99735,1.23,-105.9719443,33.27990929
99756,0.831,-105.8644649,33.28923997
99777,1.198,-106.3059197,33.34035139
99798,1.266,-106.1983977,33.34999419
99819,1.236,-106.0908495,33.3595361
99840,1.293,-105.9832753,33.36897709
99861,1.106,-105.8756755,33.37831713
99882,0.685,-105.7680502,33.38755619
99903,0.09,-103.9352605,34.6065303
99924,0.17,-103.825719,34.61393633
99945,0.499,-103.7161567,34.62123958
99966,-0.25,-104.054084,34.68811163
99987,-0.119,-103.9444382,34.69562834
100008,0.129,-103.8347712,34.70304219
100029,0.3,-103.7250833,34.71035316
100050,0.633,-103.6153747,34.7175612
100071,0.633,-103.5056458,34.7246663
100092,-0.001,-104.0634087,34.77719236
100113,-0.114,-103.9536371,34.78471703
100134,-0.289,-103.8438443,34.79213874
100155,-0.213,-103.7340305,34.79945745
100176,0.308,-103.624196,34.80667314
100197,0.74,-103.514341,34.81378577
100218,0.859,-103.404466,34.82079533
100239,-0.255,-104.0727549,34.86626389
100260,0.114,-103.9628573,34.87379656
100281,0.136,-103.8529384,34.88122616
100302,-0.133,-103.7429984,34.88855265
100323,0.004,-103.6330376,34.89577601
100344,0.383,-103.5230564,34.90289621
100365,0.193,-103.4130549,34.90991324
100386,0.321,-103.3030335,34.91682705
100407,-0.448,-104.0821228,34.95532641
100428,-0.445,-103.9720989,34.96286711
100449,-0.276,-103.8620536,34.97030463
100470,-0.05,-103.7519871,34.97763894
100491,-0.182,-103.6418998,34.98487001
100512,-0.213,-103.5317919,34.99199781
100533,0.208,-103.4216638,34.99902233
100554,0.494,-103.3115156,35.00594353
100575,0.548,-103.2013478,35.01276139
100596,0.778,-103.0911606,35.01947588
100617,-0.775,-104.0915124,35.04438011
100638,-0.691,-103.9813619,35.05192887
100659,-0.569,-103.8711898,35.05937435
100680,-0.399,-103.7609966,35.06671651
100701,-0.363,-103.6507825,35.07395532
100722,-0.238,-103.5405477,35.08109076
100743,0.101,-103.4302926,35.0881228
100764,0.393,-103.3200174,35.09505142
100785,0.477,-103.2097225,35.10187659
100806,0.729,-103.0994081,35.10859828
100827,-0.698,-104.1009237,35.13342517
100848,-0.64,-103.9906463,35.14098204
100869,-0.6,-103.8803473,35.14843551
100890,-0.689,-103.7700271,35.15578555
100911,-0.366,-103.6596858,35.16303214
100932,-0.433,-103.5493238,35.17017524
100953,-0.272,-103.4389414,35.17721484
100974,0.117,-103.328539,35.18415091
100995,0.467,-103.2181166,35.19098342
101016,0.162,-103.1076748,35.19771235
101037,-0.594,-103.8895261,35.23748829
101058,-0.408,-103.5581204,35.25925145
101079,-0.242,-103.4476104,35.26629865
101100,-0.361,-103.3370803,35.2732422
101121,0.136,-103.2265303,35.28008208
101142,0.182,-103.1159607,35.28681827
101163,-0.364,-103.5669374,35.34831958
101184,-0.33,-103.4562996,35.3553744
101205,-0.036,-103.3456416,35.36232546
101226,0.156,-103.2349636,35.36917275
101247,0.149,-103.1242659,35.37591624
101268,-0.362,-103.3542228,35.45140091
101289,-0.221,-103.2434165,35.45825563
101310,-0.015,-103.1325905,35.46500644
101331,-0.541,-103.362824,35.54046871
101352,-0.478,-103.2518892,35.54733091
101373,-0.317,-103.1409345,35.55408908
101394,-0.857,-103.3714454,35.62952908
101415,-0.808,-103.2603816,35.63639878
101436,-0.4,-103.149298,35.64316434
101457,-0.916,-103.268894,35.72545943
101478,-0.626,-103.1576811,35.73223242
101499,-0.543,-103.0464486,35.73890113
101520,0.51,-106.2122018,35.95688275
101541,0.351,-106.1009639,35.96640865
101562,1.598,-105.6557372,36.00347171
101583,0.572,-105.5443632,36.01247716
101604,1.817,-106.6693965,36.00648001
101625,-0.013,-106.5581442,36.0164326
101646,1.016,-106.3355527,36.03602581
101667,0.779,-106.2242141,36.04566635
101688,0.485,-106.1128473,36.0552028
101709,0.837,-106.0014527,36.06463511
101730,1.197,-105.8900304,36.07396327
101751,0.099,-105.7785808,36.08318722
101772,0.375,-106.7933042,36.0851456
101793,0.193,-106.6819526,36.09521327
101814,0.219,-106.5705716,36.10517689
101835,-0.393,-106.4591614,36.11503642
101856,-0.209,-106.3477223,36.12479183
101877,-0.07,-106.2362546,36.13444307
101898,0.789,-106.1247587,36.14399011
101919,0.846,-106.0132348,36.1534329
101940,1.027,-105.9016832,36.16277143
101961,1.869,-106.8060187,36.17386078
101982,-0.482,-106.6945382,36.18393964
102003,-0.888,-106.5830281,36.19391435
102024,-0.685,-106.4714888,36.20378485
102045,-0.213,-106.3599204,36.21355111
102066,-0.012,-106.2483234,36.2232131
102087,0.332,-106.136698,36.23277077
102108,0.616,-106.0250446,36.2422241
102129,-0.306,-107.2648995,36.22116692
102150,-0.062,-107.1534113,36.23167371
102171,-0.432,-107.0418924,36.24207638
102192,-0.574,-106.9303429,36.25237491
102213,-0.025,-106.8187631,36.26256924
102234,1.034,-106.7071533,36.27265934
102255,-0.531,-106.5955139,36.28264516
102276,-0.832,-106.4838451,36.29252668
102297,-0.474,-106.3721472,36.30230385
102318,-0.325,-106.2604206,36.31197663
102339,0.13,-106.1486655,36.32154499
102360,0.638,-106.0368822,36.33100889
102381,-0.05,-107.6128538,36.27764212
102402,-0.457,-107.5013312,36.28847305
102423,-0.573,-107.3897768,36.29919989
102444,-0.387,-107.2781908,36.30982258
102465,0.021,-107.1665736,36.3203411
102486,-0.161,-107.0549255,36.33075539
102507,-0.201,-106.9432466,36.34106542
102528,-0.495,-106.8315374,36.35127115
102549,-0.185,-106.7197981,36.36137254
102570,-0.154,-106.6080291,36.37136954
102591,-0.298,-106.4962306,36.38126212
102612,1.3,-106.3844028,36.39105025
102633,1.868,-106.2725463,36.40073387
102654,0.949,-106.1606611,36.41031296
102675,0.264,-106.0487476,36.41978747
102696,-0.597,-107.5149123,36.37709828
102717,-0.511,-107.4032287,36.38783711
102738,-0.147,-107.2915135,36.3984717
102759,-0.234,-107.1797669,36.40900199
102780,-0.035,-107.0679892,36.41942795
102801,-0.327,-106.9561807,36.42974954
102822,-0.287,-106.8443418,36.43996672
102843,0.339,-106.7324727,36.45007944
102864,-0.714,-106.6205737,36.46008767
102885,-0.488,-106.5086452,36.46999136
102906,0.937,-106.3966873,36.47979049
102927,0.778,-106.2847005,36.489485
102948,0.504,-106.172685,36.49907486
102969,1.528,-106.0606411,36.50856004
102990,-0.591,-107.5285254,36.46571704
103011,-0.736,-107.4167123,36.47646793
103032,-0.392,-107.3048675,36.48711446
103053,-0.227,-107.1929912,36.49765658
103074,0.044,-107.0810837,36.50809426
103095,-0.293,-106.9691453,36.51842746
103116,-0.371,-106.8571764,36.52865613
103137,-0.267,-106.7451772,36.53878024
103158,-0.581,-106.633148,36.54879974
103179,-0.281,-106.5210891,36.55871459
103200,0.835,-106.4090008,36.56852477
103221,-0.068,-106.2968834,36.57823021
103242,1.025,-106.1847373,36.5878309
103263,0.251,-106.0725626,36.59732678
103284,-0.791,-107.5421705,36.55432954
103305,-0.533,-107.4302277,36.56509253
103326,-0.444,-107.318253,36.57575105
103347,0.252,-107.2062467,36.58630506
103368,0.026,-107.0942091,36.59675451
103389,-0.214,-106.9821405,36.60709937
103410,-0.273,-106.8700413,36.61733959
103431,0.72,-106.7579116,36.62747513
103452,-0.335,-106.6457519,36.63750595
103473,0.228,-106.5335623,36.64743201
103494,0.589,-106.4213433,36.65725328
103515,0.078,-106.3090951,36.66696971
103536,0.116,-106.196818,36.67658127
103557,0.332,-106.0845123,36.68608791
103578,-0.469,-107.5558479,36.64293597
103599,-0.389,-107.443775,36.65371111
103620,-0.534,-107.3316701,36.66438168
103641,0.341,-107.2195335,36.67494762
103662,0.044,-107.1073655,36.6854089
103683,0.314,-106.9951664,36.69576546
103704,0.124,-106.8829365,36.70601728
103725,0.29,-106.7706762,36.7161643
103746,0.101,-106.6583856,36.7262065
103767,-0.343,-106.5460651,36.73614382
103788,0.675,-106.433715,36.74597623
103809,0.383,-106.3213357,36.75570369
103830,0.262,-106.2089274,36.76532616
103851,-0.18,-106.0964903,36.77484361
103872,-0.846,-105.9840249,36.78425599
103893,-0.455,-107.5695575,36.73153651
103914,-0.483,-107.4573542,36.74232387
103935,-0.623,-107.3451188,36.75300654
103956,0.355,-107.2328517,36.76358446
103977,0.367,-107.120553,36.77405761
103998,1.536,-107.0082231,36.78442594
104019,0.318,-106.8958623,36.7946894
104040,0.673,-106.7834709,36.80484796
104061,0.19,-106.6710492,36.81490157
104082,0.5,-106.5585975,36.8248502
104103,0.536,-106.4461161,36.83469381
104124,0.298,-106.3336053,36.84443235
104145,0.42,-106.2210654,36.85406578
104166,-0.629,-106.1084967,36.86359408
104187,-0.608,-105.9958995,36.87301719
104208,0.133,-107.5832995,36.82013138
104229,-0.554,-107.4709655,36.830931
104250,-0.711,-107.3585994,36.84162581
104271,0.127,-107.2462013,36.85221578
104292,0.583,-107.1337717,36.86270085
104313,0.808,-107.0213107,36.87308099
104334,0.15,-106.9088186,36.88335615
104355,0.161,-106.7962959,36.89352629
104376,0.291,-106.6837428,36.90359138
104397,0.829,-106.5711595,36.91355136
104418,0.552,-106.4585465,36.92340621
104439,0.614,-106.3459039,36.93315588
104460,0.831,-106.2332322,36.94280033
104481,-0.774,-106.1205316,36.95233952
104502,-1.063,-106.0078023,36.96177342
104523,-0.263,-107.3721119,36.93023971
104544,0.364,-107.2595827,36.94084176
104565,0.469,-107.1470217,36.95133881
104586,1.03,-107.0344293,36.96173081
104607,-0.111,-106.9218057,36.97201772
104628,1.314,-106.8091514,36.9821995
104649,0.97,-106.6964665,36.9922761
104670,0.654,-103.2862732,33.5721147
104691,0.621,-103.1781189,33.57892147
104712,0.596,-103.069946,33.58562656
104733,0.571,-103.4028484,33.65446014
104754,0.573,-103.2945906,33.66137557
104775,0.516,-103.1863137,33.66818926
104796,0.404,-103.0780182,33.67490117
104817,0.717,-103.6280103,33.7295521
104838,0.63,-103.5196686,33.73667822
104859,0.485,-103.4113074,33.74370254
104880,0.484,-103.3029268,33.75062503
104901,0.686,-103.1945272,33.75744567
104922,0.575,-103.0861089,33.76416443
104943,0.684,-103.6367344,33.81876877
104964,0.779,-103.5282699,33.82590217
104985,0.571,-103.4197857,33.83293368
105006,0.535,-103.3112821,33.83986325
105027,0.515,-103.2027595,33.84669088
105048,0.417,-103.094218,33.85341652
105069,0.57,-103.7540461,33.90073159
105090,0.734,-103.6454784,33.90797429
105111,0.763,-103.5368908,33.91511502
105132,0.669,-103.4282834,33.92215374
105153,0.442,-103.3196566,33.92909043
105174,0.371,-103.2110106,33.93592507
105195,0.324,-103.1023457,33.94265763
105216,0.545,-103.7629335,33.9899187
105237,0.697,-103.6542425,33.99716886
105258,0.724,-103.5455314,34.00431694
105279,0.785,-103.4368005,34.01136291
105300,0.148,-103.3280502,34.01830675
105321,0.821,-103.2192805,34.02514843
105342,0.773,-103.110492,34.03188793
105363,0.656,-103.7718412,34.07909501
105384,0.682,-103.6630266,34.08635266
105405,0.67,-103.5541918,34.09350812
105426,1.145,-103.4453372,34.10056137
105447,0.953,-103.336463,34.10751238
105468,0.868,-103.2275695,34.11436114
105489,0.856,-103.1186569,34.12110761
105510,0.829,-103.8896875,34.16089328
105531,0.898,-103.7807694,34.1682607
105552,0.726,-103.6718309,34.17552587
105573,0.61,-103.5628721,34.18268874
105594,0.888,-103.4538934,34.1897493
105615,0.91,-103.3448951,34.19670753
105636,0.577,-103.2358774,34.20356339
105657,0.273,-103.1268406,34.21031686
105678,1.022,-103.8987602,34.25004088
105699,0.762,-103.7897181,34.25741596
105720,0.77,-103.6806553,34.26468867
105741,0.819,-103.5715723,34.27185899
105762,0.587,-103.4624693,34.2789269
105783,0.499,-103.3533466,34.28589236
105804,0.527,-103.2442044,34.29275536
105825,-0.906,-103.1350431,34.29951586
105846,0.896,-103.9078539,34.33917819
105867,0.846,-103.7986873,34.34656096
105888,0.87,-103.9169684,34.42830541
105909,1.023,-103.8076772,34.4356959
105930,0.362,-103.9261039,34.51742272
105951,0.674,-103.8166877,34.52482096
105972,0.267,-106.3374591,35.22714762
105993,0.239,-107.120726,35.24546789
106014,-0.084,-107.0106388,35.25584895
106035,0.234,-106.9005219,35.26612708
106056,0.23,-106.7903757,35.27630224
106077,0.606,-106.6802003,35.28637439
106098,0.697,-106.5699961,35.29634351
106119,0.645,-106.4597633,35.30620954
106140,-0.359,-106.3495022,35.31597246
106161,-0.17,-107.2438637,35.32371291
106182,-0.177,-107.1336807,35.33420815
106203,-0.242,-107.0234676,35.34460039
106224,0.138,-106.9132247,35.3548896
106245,0.28,-106.8029523,35.36507574
106266,0.497,-106.6926507,35.37515876
106287,0.688,-106.5823201,35.38513864
106308,0.396,-106.4719609,35.39501533
106329,0.12,-106.3615733,35.40478879
106350,0.184,-106.2511577,35.414459
106371,-0.001,-107.2569746,35.4124332
106392,-0.517,-107.1466655,35.42293978
106413,-0.26,-107.0363262,35.43334325
106434,-0.02,-106.925957,35.44364359
106455,0.441,-106.8155582,35.45384074
106476,0.797,-106.70513,35.46393468
106497,0.592,-106.5946729,35.47392537
106518,0.617,-106.4841869,35.48381276
106539,0.436,-106.3736725,35.49359683
106560,0.179,-106.26313,35.50327752
106581,-0.348,-107.2701159,35.50114499
106602,-0.62,-107.1596804,35.51166296
106623,-0.488,-107.0492146,35.52207771
106644,-0.536,-106.9387189,35.53238922
106665,0.122,-106.8281933,35.54259745
106686,0.553,-106.7176384,35.55270235
106707,0.868,-106.6070543,35.56270389
106728,0.797,-106.4964414,35.57260204
106749,1.136,-106.3857999,35.58239674
106770,0.71,-106.2751301,35.59208797
106791,-1.132,-107.2832879,35.58984847
106812,-0.707,-107.1727257,35.60037787
106833,-0.605,-107.0621331,35.61080396
106854,-0.703,-106.9515104,35.6211267
106875,-0.242,-106.8408579,35.63134604
106896,0.141,-106.7301759,35.64146196
106917,0.419,-106.6194647,35.6514744
106938,0.838,-106.5087244,35.66138334
106959,0.729,-106.3979555,35.67118873
106980,1.477,-106.2871583,35.68089054
107001,-0.97,-107.2964905,35.67854384
107022,-0.598,-107.1858013,35.68908472
107043,-0.492,-107.0750817,35.69952219
107064,-0.702,-106.9643319,35.7098562
107085,0.73,-106.8535521,35.72008671
107106,0.219,-106.7427427,35.73021368
107127,0.271,-106.6319039,35.74023707
107148,-0.024,-106.4101396,35.75997298
107169,0.536,-106.2992145,35.76968542
107190,-0.736,-107.1989075,35.77778369
107211,-0.717,-107.0880605,35.78823259
107232,-0.68,-106.9771832,35.79857792
107253,-0.52,-106.8662759,35.80881964
107274,1.303,-106.7553388,35.81895772
107295,1.849,-106.6443723,35.82899211
107316,-1.061,-106.5333766,35.83892278
107337,-0.121,-106.4223521,35.84874969
107358,-0.556,-107.2120442,35.86647496
107379,-0.694,-107.1010696,35.87693534
107400,-0.52,-106.9900646,35.88729204
107421,1.218,-106.8790294,35.89754502
107442,1.86,-106.7679643,35.90769425
107463,1.348,-106.6568698,35.91773969
107484,-1.339,-106.5457459,35.9276813
107505,-0.685,-106.4345931,35.93751903
107526,-0.303,-107.2252117,35.95515873
107547,-0.567,-107.1141091,35.96563064
107568,-0.191,-107.002976,35.97599875
107589,0.639,-106.8918127,35.98626305
107610,1.467,-106.7806194,35.99642348
107631,-0.01,-107.5719156,36.0117618
107652,-0.116,-107.4607785,36.02255671
107673,0.024,-107.3496099,36.03324786
107694,-0.015,-107.23841,36.04383519
107715,-0.338,-107.1271792,36.05431867
107736,-0.225,-107.0159178,36.06469826
107757,0.058,-106.904626,36.07497391
107778,-0.201,-107.5855297,36.1003956
107799,0.022,-107.4742644,36.11120246
107820,-0.092,-107.3629675,36.12190545
107841,-0.204,-107.2516392,36.13250452
107862,-0.28,-107.1402799,36.14299963
107883,-0.267,-107.0288899,36.15339074
107904,-0.206,-106.9174694,36.1636778
107925,0.058,-107.5991758,36.18902231
107946,-0.144,-107.487782,36.19984118
107967,-0.406,-107.3763564,36.21055607
107988,-0.178,-107.683021,36.00086316
108009,-0.672,-108.4744791,36.01020611
108030,-0.426,-108.3634772,36.02184248
108051,-0.51,-108.2524414,36.03337531
108072,-0.686,-108.1413719,36.04480456
108093,-0.467,-108.030269,36.05613018
108114,-0.111,-107.9191331,36.06735214
108135,-0.076,-107.8079644,36.07847039
108156,-0.095,-107.6967631,36.08948489
108177,0.043,-109.0442753,36.03893366
108198,0.281,-108.9333204,36.05110043
108219,0.771,-108.8223301,36.06316378
108240,-0.116,-108.7113045,36.07512366
108261,-0.881,-108.600244,36.08698005
108282,-0.901,-108.4891489,36.09873288
108303,-0.989,-108.3780194,36.11038211
108324,-0.714,-108.2668559,36.1219277
108345,-0.431,-108.1556586,36.13336961
108366,-0.359,-108.0444278,36.14470778
108387,-0.009,-107.9331638,36.15594218
108408,0.106,-107.821867,36.16707277
108429,0.001,-107.7105375,36.17809949
108450,0.692,-108.9485347,36.13956709
108471,0.033,-108.837417,36.15164379
108492,-0.582,-108.7262639,36.16361693
108513,-1.084,-108.6150758,36.17548645
108534,-0.826,-108.503853,36.18725232
108555,-0.647,-108.3925956,36.19891448
108576,-0.539,-108.2813041,36.21047289
108597,-0.293,-108.1699788,36.2219275
108618,-0.26,-108.0586198,36.23327828
108639,0.017,-107.9472275,36.24452517
108660,-0.029,-107.8358022,36.25566814
108681,-0.094,-107.7243442,36.26670714
108702,0.752,-108.9637846,36.22802639
108723,-0.262,-108.8525392,36.2401165
108744,-1.057,-108.7412584,36.25210294
108765,-1.283,-108.6299424,36.26398566
108786,-0.617,-108.5185915,36.27576462
108807,-1.05,-108.4072061,36.28743976
108828,-0.434,-108.2957863,36.29901104
108849,-0.485,-108.1843326,36.31047842
108870,-0.136,-108.0728451,36.32184185
108891,0.078,-107.9613242,36.3331013
108912,-0.078,-107.8497702,36.3442567
108933,-0.157,-107.7381834,36.35530803
108954,-0.181,-107.626564,36.36625524
108975,1.412,-108.9790702,36.31647851
108996,-0.562,-108.8676969,36.3285821
109017,-1.23,-108.756288,36.3405819
109038,-1.104,-108.6448438,36.35247787
109059,-0.907,-108.5333646,36.36426997
109080,-0.653,-108.4218508,36.37595815
109101,-0.392,-108.3103025,36.38754236
109122,-0.386,-108.1987201,36.39902256
109143,0.481,-108.0871038,36.41039871
109164,-0.068,-107.975454,36.42167075
109185,-0.106,-107.863771,36.43283865
109206,-0.202,-107.752055,36.44390236
109227,-0.394,-107.6403064,36.45486184
109248,0.554,-108.9943917,36.40492365
109269,-0.651,-108.8828901,36.41704076
109290,-0.743,-108.7713529,36.42905398
109311,-0.784,-108.6597803,36.44096326
109332,-0.726,-108.5481725,36.45276857
109353,-0.681,-108.4365299,36.46446984
109374,-0.507,-108.3248528,36.47606704
109395,1.608,-108.2131414,36.48756011
109416,1.021,-108.1013961,36.49894902
109437,-0.353,-107.9896171,36.51023372
109458,-0.398,-107.8778048,36.52141417
109479,-0.29,-107.7659594,36.53249032
109500,-0.571,-107.6540812,36.54346212
109521,0.21,-109.0097492,36.49336199
109542,-0.119,-108.8981191,36.50549268
109563,-0.496,-108.7864532,36.51751938
109584,-0.821,-108.6747518,36.52944203
109605,-0.596,-108.5630152,36.5412606
109626,0.961,-108.4512436,36.55297502
