spring_delta_ndvi,lon,lat,geometry
21.161,-112.33229,32.9054294,Point
17.704,-112.22631,32.9207058,Point
26.664,-113.30373,32.8516519,Point
23.274,-113.19801,32.8678316,Point
20.325,-113.09225,32.8839128,Point
22.869,-112.98644,32.8998954,Point
19.781,-112.88059,32.9157795,Point
40.956,-112.7747,32.9315648,Point
26.496,-112.66876,32.9472515,Point
25.764,-112.56278,32.9628394,Point
26.721,-112.45677,32.9783286,Point
22.394,-112.35071,32.9937188,Point
18.912,-112.24461,33.0090102,Point
12.447,-113.32322,32.9397873,Point
17.748,-113.21738,32.9559828,Point
20.158,-113.1115,32.9720797,Point
21.267,-113.00558,32.9880779,Point
22.439,-112.89962,33.0039775,Point
23.44,-112.79361,33.0197784,Point
22.131,-112.68756,33.0354804,Point
28.056,-112.58147,33.0510837,Point
30.713,-112.47534,33.066588,Point
22.405,-112.36916,33.0819934,Point
16.38,-112.26295,33.0972998,Point
19.721,-113.23679,33.0441187,Point
23.567,-113.1308,33.0602314,Point
23.604,-113.02476,33.0762453,Point
41.415,-112.91869,33.0921605,Point
32.774,-112.81256,33.1079769,Point
23.6,-112.7064,33.1236944,Point
31.208,-112.60019,33.139313,Point
28.561,-112.49395,33.1548327,Point
23.277,-112.38766,33.1702532,Point
16.056,-112.28133,33.1855748,Point
14.474,-112.06854,33.2159204,Point
25.885,-111.96209,33.2309443,Point
63.953,-111.85559,33.2458691,Point
1.452,-111.74906,33.2606945,Point
11.711,-111.64248,33.2754205,Point
25.876,-113.25625,33.1322395,Point
22.6,-113.15014,33.1483681,Point
28.661,-113.04399,33.1643978,Point
33.009,-112.9378,33.1803287,Point
31.587,-112.83156,33.1961607,Point
22.328,-112.72528,33.2118937,Point
26.923,-112.61896,33.2275278,Point
27.422,-112.5126,33.2430627,Point
26.186,-112.40619,33.2584986,Point
22.367,-112.29975,33.2738353,Point
23.372,-112.19326,33.2890727,Point
22.48,-112.08673,33.3042109,Point
10.934,-111.98016,33.3192498,Point
12.671,-111.66021,33.3637702,Point
34.382,-113.27575,33.2203455,Point
30.222,-113.16953,33.2364899,Point
30.497,-113.06326,33.2525355,Point
30.584,-112.95695,33.2684822,Point
33.299,-112.8506,33.2843298,Point
24.429,-112.74421,33.3000784,Point
28.175,-112.63777,33.315728,Point
27.003,-112.53129,33.3312783,Point
14.448,-112.42477,33.3467295,Point
15.527,-112.31821,33.3620814,Point
13.386,-112.21161,33.3773341,Point
19.334,-112.10496,33.3924873,Point
26.902,-111.99827,33.4075412,Point
13.301,-111.89155,33.4224957,Point
-1.556,-111.78478,33.4373506,Point
14.207,-111.67797,33.452106,Point
18.694,-111.57113,33.4667618,Point
22.115,-111.46424,33.4813179,Point
14.443,-111.35731,33.4957743,Point
-6.072,-111.25035,33.5101311,Point
-11.177,-111.14334,33.524388,Point
38.086,-113.29529,33.3084367,Point
41.917,-113.18896,33.3245971,Point
28.957,-113.08258,33.3406586,Point
28.14,-112.97615,33.3566211,Point
30.726,-112.86968,33.3724845,Point
32.478,-112.76318,33.3882488,Point
26.877,-112.65662,33.4039139,Point
20.175,-112.55003,33.4194797,Point
29.071,-112.44339,33.4349463,Point
17.733,-112.33671,33.4503135,Point
-5.479,-112.22999,33.4655813,Point
8.938,-112.01643,33.4958187,Point
7.872,-111.90959,33.510788,Point
10.283,-111.8027,33.5256578,Point
16.16,-111.69578,33.540428,Point
16.625,-111.58881,33.5550985,Point
18.831,-111.48181,33.5696692,Point
20.308,-111.37477,33.5841402,Point
21.665,-111.26768,33.5985113,Point
16.915,-111.16056,33.6127825,Point
36.295,-113.31488,33.3965133,Point
45.562,-113.20843,33.4126899,Point
33.052,-113.10193,33.4287673,Point
40.139,-112.99539,33.4447457,Point
30.68,-112.88881,33.4606249,Point
20.362,-112.78219,33.4764049,Point
23.538,-112.67552,33.4920856,Point
32.345,-112.56881,33.507667,Point
23.744,-112.46205,33.523149,Point
14.357,-112.35526,33.5385316,Point
13.562,-112.24842,33.5538147,Point
-6.723,-112.14155,33.5689983,Point
21.303,-112.03463,33.5840823,Point
13.458,-111.92767,33.5990667,Point
23.951,-111.82067,33.6139514,Point
23.921,-111.71362,33.6287364,Point
24.566,-111.60654,33.6434216,Point
23.506,-111.49942,33.658007,Point
19.17,-111.39226,33.6724926,Point
34.856,-113.22794,33.5007682,Point
27.311,-113.12133,33.5168617,Point
30.048,-113.01468,33.5328561,Point
27.569,-112.90798,33.5487511,Point
22.619,-112.80124,33.5645469,Point
22.054,-112.69445,33.5802433,Point
33.675,-112.58763,33.5958403,Point
28.702,-112.48076,33.6113378,Point
15.09,-112.37385,33.6267359,Point
15.802,-112.26689,33.6420343,Point
24.859,-112.1599,33.6572332,Point
22.322,-112.05286,33.6723324,Point
19.289,-111.94579,33.6873318,Point
22.137,-111.83867,33.7022315,Point
27.169,-111.73151,33.7170314,Point
22.427,-111.62431,33.7317315,Point
20.837,-111.51707,33.7463316,Point
12.554,-111.40979,33.7608317,Point
27.533,-113.2475,33.5888324,Point
27.959,-113.14078,33.6049421,Point
34.604,-113.034,33.6209524,Point
40.102,-112.92719,33.6368634,Point
29.769,-112.82033,33.652675,Point
29.229,-112.71343,33.6683872,Point
29.783,-112.60649,33.6839999,Point
30.888,-112.4995,33.699513,Point
22.859,-112.39248,33.7149265,Point
25.881,-112.28541,33.7302404,Point
30.938,-112.1783,33.7454545,Point
30.184,-112.07114,33.760569,Point
20.731,-111.96395,33.7755836,Point
22.764,-111.85671,33.7904983,Point
24.619,-111.74944,33.8053132,Point
21.904,-111.64212,33.8200281,Point
18.836,-111.53476,33.834643,Point
15.176,-111.42737,33.8491579,Point
35.045,-113.26711,33.6768827,Point
35.047,-113.16026,33.6930085,Point
42.335,-113.05338,33.7090349,Point
35.586,-112.94645,33.7249619,Point
30.743,-112.83947,33.7407894,Point
31.626,-112.73246,33.7565174,Point
38.248,-112.6254,33.7721458,Point
27.514,-112.51829,33.7876746,Point
23.549,-112.41115,33.8031037,Point
22.005,-112.30396,33.818433,Point
29.266,-112.19673,33.8336626,Point
27.115,-112.08946,33.8487923,Point
24.069,-111.98215,33.8638221,Point
20.402,-111.8748,33.878752,Point
19.839,-111.7674,33.8935819,Point
23.144,-111.65997,33.9083117,Point
21.272,-111.55249,33.9229415,Point
47.507,-113.28675,33.7649191,Point
47.033,-113.17979,33.7810611,Point
41.295,-113.07279,33.7971037,Point
34.685,-112.96574,33.8130468,Point
27.876,-112.85865,33.8288903,Point
25.138,-112.75152,33.8446342,Point
27.175,-112.64434,33.8602784,Point
31.36,-112.53712,33.8758229,Point
28.769,-112.42986,33.8912676,Point
24.559,-112.21521,33.9218575,Point
24.026,-112.10782,33.9370026,Point
18.748,-112.00039,33.9520476,Point
19.824,-111.89292,33.9669927,Point
23.238,-111.78541,33.9818377,Point
28.687,-111.67786,33.9965825,Point
39.547,-113.30644,33.8529418,Point
40.059,-113.19937,33.8691001,Point
57.373,-113.09225,33.885159,Point
42.467,-112.98509,33.9011182,Point
36.269,-112.87788,33.9169777,Point
28.275,-112.77063,33.9327376,Point
23.726,-112.66333,33.9483977,Point
23.369,-112.12623,34.0251999,Point
41.193,-113.32618,33.940951,Point
51.523,-113.21899,33.9571258,Point
54.199,-113.11175,33.9732009,Point
56.283,-113.00447,33.9891763,Point
26.099,-113.83576,34.2268937,Point
32.431,-113.72828,34.2435341,Point
32.752,-113.62076,34.2600747,Point
16.35,-113.96374,34.2980129,Point
27.682,-113.85619,34.3147702,Point
37.924,-113.7486,34.3314276,Point
28.156,-113.64095,34.3479852,Point
25.078,-113.53327,34.3644429,Point
25.987,-113.42553,34.3808006,Point
27.207,-114.09196,34.368985,Point
27.122,-113.98434,34.3858594,Point
30.435,-113.87667,34.4026339,Point
34.6,-113.76896,34.4193085,Point
30.371,-113.6612,34.4358832,Point
23.686,-113.55339,34.4523578,Point
22.355,-113.44554,34.4687325,Point
19.781,-113.33764,34.485007,Point
17.401,-114.22041,34.4398098,Point
26.994,-114.11272,34.4568014,Point
21.991,-114.00498,34.4736931,Point
24.603,-113.89719,34.490485,Point
27.94,-113.78936,34.5071768,Point
21.195,-113.68148,34.5237686,Point
20.449,-113.57356,34.5402604,Point
22.489,-113.46559,34.5566519,Point
23.13,-113.35757,34.5729433,Point
15.57,-114.34909,34.510487,Point
30.02,-114.24133,34.527596,Point
26.212,-114.13352,34.5446052,Point
22.666,-114.02567,34.5615144,Point
23.277,-113.91776,34.5783236,Point
23.509,-113.80981,34.5950328,Point
23.795,-113.70182,34.6116418,Point
22.01,-113.59377,34.6281507,Point
26.484,-113.48569,34.6445593,Point
22.304,-113.37755,34.6608676,Point
28.876,-114.37018,34.598243,Point
28.523,-114.2623,34.6153698,Point
19.55,-114.15438,34.6323966,Point
18.576,-114.0464,34.6493234,Point
19.82,-113.93838,34.6661501,Point
21.089,-113.83031,34.6828766,Point
19.671,-113.7222,34.6995029,Point
22.123,-113.61404,34.716029,Point
27.117,-113.50583,34.7324547,Point
20.823,-113.39757,34.74878,Point
34.54,-114.39132,34.6859866,Point
23.175,-114.28332,34.7031312,Point
19.405,-114.17528,34.7201757,Point
22.602,-114.06718,34.7371202,Point
19.83,-113.95904,34.7539644,Point
19.893,-113.85086,34.7707084,Point
25.156,-113.74262,34.7873521,Point
21.359,-113.63434,34.8038954,Point
24.902,-113.52602,34.8203383,Point
17.172,-113.41764,34.8366807,Point
2.55,-114.52057,34.7564554,Point
31.882,-114.4125,34.773718,Point
24.966,-114.30439,34.7908805,Point
19.351,-114.19622,34.8079428,Point
24.884,-114.08801,34.8249049,Point
23.224,-113.97976,34.8417668,Point
20.33,-113.87145,34.8585283,Point
25.693,-113.7631,34.8751894,Point
28.066,-113.6547,34.8917501,Point
24.793,-113.54625,34.9082102,Point
19.891,-113.43776,34.9245698,Point
12.48,-114.54192,34.8441567,Point
38.011,-114.43374,34.8614374,Point
31.432,-114.3255,34.8786178,Point
32.066,-114.21722,34.895698,Point
29.217,-114.10889,34.9126779,Point
21.485,-114.00051,34.9295574,Point
17.7,-113.89209,34.9463366,Point
27.957,-113.78362,34.9630152,Point
28.072,-113.6751,34.9795933,Point
28.625,-113.56653,34.9960708,Point
22.086,-113.45792,35.0124476,Point
16.735,-113.34926,35.0287237,Point
24.9,-114.56332,34.9318461,Point
48.956,-114.45502,34.9491448,Point
39.067,-114.34666,34.9663433,Point
27.307,-114.23826,34.9834415,Point
30.517,-114.12982,35.0004392,Point
22.782,-114.02132,35.0173365,Point
14.28,-113.91277,35.0341333,Point
20.103,-113.80418,35.0508295,Point
24.337,-113.69554,35.0674251,Point
23.907,-113.58686,35.08392,Point
19.751,-113.47813,35.1003141,Point
15.238,-113.36935,35.1166075,Point
29.443,-114.58477,35.0195236,Point
45.354,-114.47635,35.0368406,Point
32.378,-114.36788,35.0540572,Point
30.699,-114.25936,35.0711734,Point
41.814,-114.15079,35.0881891,Point
38.788,-114.04217,35.1051042,Point
16.28,-113.93351,35.1219187,Point
12.688,-113.8248,35.1386326,Point
19.374,-113.71604,35.1552457,Point
24.226,-113.60723,35.1717581,Point
20.918,-113.49838,35.1881696,Point
13.361,-113.38948,35.2044802,Point
27.885,-114.60627,35.1071896,Point
40.345,-114.49772,35.1245248,Point
37.479,-114.38913,35.1417596,Point
42.22,-114.2805,35.1588939,Point
42.709,-114.17181,35.1759276,Point
33.904,-114.06307,35.1928606,Point
41.839,-113.95429,35.209693,Point
25.278,-113.84546,35.2264246,Point
21.183,-113.73658,35.2430554,Point
34.539,-113.62765,35.2595853,Point
14.592,-113.51868,35.2760143,Point
10.619,-113.40966,35.2923422,Point
35.024,-114.51915,35.2121977,Point
38.834,-114.41044,35.2294507,Point
46.293,-114.30168,35.2466032,Point
38.961,-114.19288,35.263655,Point
28.816,-114.08402,35.280606,Point
48.252,-113.97512,35.2974563,Point
34.858,-113.86617,35.3142057,Point
17.636,-113.75717,35.3308542,Point
27.239,-113.64812,35.3474017,Point
13.862,-113.53903,35.3638482,Point
13.393,-113.42989,35.3801936,Point
38.657,-114.54063,35.2998594,Point
38.961,-114.4318,35.3171308,Point
37.356,-114.32292,35.3343015,Point
35.487,-114.21399,35.3513714,Point
25.693,-114.10502,35.3683405,Point
47.232,-113.99599,35.3852087,Point
45.585,-113.88692,35.401976,Point
32.26,-113.7778,35.4186423,Point
24.284,-113.66864,35.4352076,Point
16.556,-113.55942,35.4516717,Point
13.966,-113.45016,35.4680346,Point
11.949,-113.34085,35.4842963,Point
38.855,-114.56215,35.38751,Point
46.171,-114.4532,35.4047998,Point
50.284,-114.34421,35.4219888,Point
29.134,-114.23516,35.439077,Point
23.136,-114.12606,35.4560643,Point
33.786,-114.01692,35.4729506,Point
44.954,-113.90773,35.4897358,Point
37.316,-113.79849,35.50642,Point
19.351,-113.6892,35.523003,Point
13.1,-113.57986,35.5394848,Point
11.632,-113.47048,35.5558653,Point
11.543,-113.36105,35.5721444,Point
40.94,-114.58373,35.4751498,Point
47.083,-114.47466,35.4924581,Point
49.33,-114.36554,35.5096655,Point
26.598,-114.25637,35.526772,Point
27.433,-114.14716,35.5437775,Point
43.353,-114.03789,35.5606819,Point
49.529,-113.92858,35.5774852,Point
29.971,-113.81922,35.5941873,Point
11.639,-113.70981,35.6107882,Point
14.483,-113.60035,35.6272877,Point
15.318,-113.49084,35.6436859,Point
15.202,-113.38129,35.6599826,Point
38.253,-114.60535,35.5627789,Point
42.08,-114.49616,35.5801058,Point
56.175,-114.38692,35.5973317,Point
38.645,-114.27764,35.6144566,Point
27.855,-114.1683,35.6314804,Point
40.327,-114.05891,35.648403,Point
46.354,-113.94948,35.6652244,Point
20.005,-113.83999,35.6819445,Point
12.231,-113.73046,35.6985633,Point
17.64,-113.62088,35.7150806,Point
16.817,-113.51126,35.7314965,Point
19.429,-113.40158,35.7478109,Point
33.485,-114.62703,35.6503975,Point
53.962,-114.51772,35.667743,Point
49.182,-114.40836,35.6849875,Point
34.517,-114.29895,35.7021309,Point
37.953,-114.18949,35.719173,Point
53.624,-114.07998,35.7361139,Point
27.591,-113.97042,35.7529535,Point
11.192,-113.86082,35.7696917,Point
12.912,-113.75117,35.7863285,Point
18.194,-113.64147,35.8028638,Point
16.96,-113.53172,35.8192975,Point
15.572,-113.42192,35.8356296,Point
38.143,-114.64875,35.7380058,Point
50.651,-114.53932,35.7553701,Point
38.23,-114.42984,35.7726332,Point
33.4,-114.32031,35.7897951,Point
39.382,-114.21073,35.8068557,Point
29.26,-114.1011,35.823815,Point
12.88,-113.99142,35.8406728,Point
10.419,-113.88169,35.8574292,Point
15.188,-113.77192,35.874084,Point
14.902,-113.6621,35.8906373,Point
12.886,-113.55223,35.9070889,Point
14.666,-113.44231,35.9234387,Point
18.075,-113.33234,35.9396868,Point
36.251,-114.67053,35.8256039,Point
39.906,-114.56097,35.842987,Point
44.917,-114.45137,35.8602688,Point
46.077,-114.34172,35.8774493,Point
52.148,-114.23202,35.8945285,Point
41.198,-114.12226,35.9115062,Point
17.597,-114.01246,35.9283824,Point
14.378,-113.90262,35.945157,Point
15.585,-113.79272,35.96183,Point
11.925,-113.68277,35.9784013,Point
13.342,-113.57278,35.9948709,Point
11.837,-113.46274,36.0112386,Point
16.069,-113.35265,36.0275045,Point
38.684,-114.69235,35.913192,Point
50.854,-114.58268,35.930594,Point
37.48,-114.47295,35.9478946,Point
48.687,-114.36318,35.9650939,Point
52.533,-114.25335,35.9821916,Point
39.87,-114.14348,35.9991878,Point
28.12,-114.03356,36.0160825,Point
17.262,-113.92359,36.0328754,Point
15.089,-113.81357,36.0495666,Point
10.942,-113.7035,36.0661561,Point
9.613,-113.59338,36.0826437,Point
12.648,-113.48322,36.0990293,Point
14.457,-113.37301,36.115313,Point
15.463,-113.26275,36.1314947,Point
35.461,-114.71423,36.0007703,Point
39.603,-114.60443,36.0181913,Point
40.768,-114.49458,36.0355108,Point
37.048,-114.38469,36.0527288,Point
36.074,-114.0547,36.1037732,Point
25.133,-113.94461,36.1205845,Point
24.473,-113.83446,36.1372941,Point
9.818,-113.72427,36.1539017,Point
8.845,-113.61403,36.1704074,Point
11.406,-113.50375,36.1868111,Point
12.732,-113.39341,36.2031128,Point
18.026,-113.28303,36.2193122,Point
21.998,-113.1726,36.2354095,Point
19.958,-113.06212,36.2514046,Point
10.097,-112.9516,36.2672973,Point
11.162,-112.84103,36.2830877,Point
38.539,-114.73615,36.088339,Point
49.431,-114.62623,36.105779,Point
38.775,-114.51626,36.1231175,Point
44.951,-114.40625,36.1403544,Point
37.125,-113.96567,36.2082846,Point
32.286,-113.85541,36.2250125,Point
16.766,-113.74509,36.2416385,Point
10.606,-113.63473,36.2581624,Point
8.327,-113.52432,36.2745841,Point
11.434,-113.41386,36.2909038,Point
11.228,-113.30335,36.3071212,Point
9.756,-113.1928,36.3232362,Point
17.815,-113.0822,36.339249,Point
10.262,-112.97155,36.3551593,Point
11.884,-112.86086,36.3709672,Point
10.466,-112.75012,36.3866725,Point
9.575,-112.63933,36.4022752,Point
35.61,-113.98679,36.2959758,Point
33.872,-113.8764,36.3127221,Point
23.593,-113.76596,36.3293664,Point
10.611,-113.65548,36.3459086,Point
8.99,-113.54494,36.3623486,Point
9.566,-113.43436,36.3786863,Point
10.36,-113.32373,36.3949216,Point
10.609,-113.21305,36.4110546,Point
13.852,-113.10232,36.4270851,Point
13.032,-112.99155,36.4430131,Point
13.469,-112.88073,36.4588385,Point
9.955,-112.76987,36.4745613,Point
10.192,-112.65895,36.4901814,Point
38.101,-114.00796,36.3836582,Point
37.961,-113.89744,36.4004231,Point
23.493,-113.78688,36.4170859,Point
8.959,-113.67627,36.4336464,Point
13.074,-113.56561,36.4501046,Point
11.636,-113.45491,36.4664604,Point
11.624,-113.34415,36.4827138,Point
11.715,-113.23335,36.4988648,Point
14.043,-113.1225,36.5149131,Point
15.349,-113.0116,36.5308589,Point
10.79,-112.90065,36.546702,Point
9.484,-112.78966,36.5624423,Point
12.816,-112.67863,36.5780799,Point
33.435,-114.02917,36.4713321,Point
39.895,-113.91854,36.4881156,Point
37.15,-113.80785,36.5047969,Point
12.76,-113.69711,36.5213758,Point
15.693,-113.58633,36.5378524,Point
23.706,-113.4755,36.5542264,Point
22.543,-113.36462,36.570498,Point
19.397,-113.25369,36.5866669,Point
18.003,-113.14272,36.6027332,Point
15.645,-113.03169,36.6186968,Point
5.014,-112.92062,36.6345576,Point
8.763,-112.80951,36.6503156,Point
13.537,-112.69834,36.6659707,Point
27.981,-113.93968,36.5757998,Point
21.261,-113.82887,36.5924997,Point
14.046,-113.71801,36.6090971,Point
14.459,-113.6071,36.6255921,Point
21.429,-113.49614,36.6419845,Point
31.004,-113.38514,36.6582742,Point
22.915,-113.27408,36.6744613,Point
27.446,-113.16298,36.6905456,Point
13.977,-113.05183,36.706527,Point
12.211,-112.94064,36.7224057,Point
11.432,-112.8294,36.7381813,Point
10.837,-112.71811,36.753854,Point
14.262,-113.96087,36.6634759,Point
9.343,-113.84993,36.6801945,Point
10.112,-113.73895,36.6968105,Point
11.112,-113.62791,36.7133239,Point
15.407,-113.51683,36.7297347,Point
29.286,-113.4057,36.7460427,Point
20.053,-113.29452,36.762248,Point
29.337,-113.1833,36.7783503,Point
20.726,-113.07202,36.7943498,Point
12.174,-112.9607,36.8102463,Point
5.838,-112.84933,36.8260398,Point
7.425,-112.73792,36.8417301,Point
15.05,-112.62645,36.8573173,Point
34.703,-113.98211,36.7511441,Point
13.01,-113.87105,36.7678814,Point
12.735,-113.75994,36.7845161,Point
11.374,-113.64878,36.8010481,Point
9.756,-113.53757,36.8174773,Point
26.745,-113.42631,36.8338037,Point
30.051,-113.31501,36.8500272,Point
24.6,-113.20366,36.8661478,Point
20.958,-113.09226,36.8821653,Point
6.531,-112.98081,36.8980797,Point
6.473,-112.86931,36.913891,Point
6.734,-112.75777,36.9295991,Point
12.145,-112.64618,36.945204,Point
11.488,-112.53455,36.9607055,Point
25.97,-114.0034,36.8388046,Point
26.94,-113.89221,36.8555607,Point
9.738,-113.78098,36.8722141,Point
19.021,-113.66969,36.8887648,Point
21.68,-113.55836,36.9052125,Point
23.909,-113.44698,36.9215574,Point
26.215,-113.33555,36.9377992,Point
30.798,-113.22407,36.953938,Point
19.147,-113.11254,36.9699736,Point
10.687,-113.00097,36.9859061,Point
18.41,-114.02474,36.9264574,Point
25.246,-113.91342,36.9432325,Point
16.625,-113.80206,36.9599048,Point
28.191,-113.69065,36.9764741,Point
36.009,-113.57919,36.9929405,Point
17.309,-109.9479,33.5860557,Point
16.233,-109.96379,33.6746146,Point
15.764,-109.97971,33.7631607,Point
16.083,-109.99566,33.8516942,Point
19.372,-109.88797,33.8647766,Point
9.21,-110.24343,34.0022038,Point
18.068,-110.69127,34.0363701,Point
9.394,-110.58344,34.0500968,Point
13.479,-110.47558,34.0637229,Point
13.587,-110.36767,34.0772484,Point
14.369,-110.25973,34.0906732,Point
16.175,-110.15176,34.1039973,Point
9.137,-110.04374,34.1172207,Point
12.116,-109.93569,34.1303432,Point
11.752,-110.70809,34.1247718,Point
15.743,-110.49216,34.1521526,Point
17.814,-110.16798,34.1924684,Point
10.071,-109.95167,34.2188414,Point
13.173,-110.50877,34.2405704,Point
6.937,-110.29245,34.2675761,Point
16.034,-110.18423,34.2809277,Point
13.218,-110.07598,34.2941783,Point
10.785,-109.96769,34.3073279,Point
14.71,-109.85936,34.3203765,Point
-1.679,-110.74184,34.3015389,Point
12.745,-110.41717,34.3425436,Point
16.059,-110.30887,34.35601,Point
13.104,-110.20053,34.3693753,Point
13.933,-110.09215,34.3826397,Point
10.068,-109.98374,34.3958029,Point
10.367,-109.87529,34.408865,Point
8.404,-110.65047,34.4036881,Point
11.35,-110.54212,34.4173705,Point
12.467,-110.43374,34.4309519,Point
18.151,-110.32532,34.4444323,Point
20.658,-110.21686,34.4578115,Point
18.861,-110.10836,34.4710896,Point
15.02,-109.99983,34.4842665,Point
13.017,-109.89126,34.4973422,Point
10.675,-110.66732,34.4920567,Point
10.6,-110.55886,34.5057533,Point
11.482,-110.45035,34.5193488,Point
17.635,-110.34181,34.5328432,Point
18.818,-110.23323,34.5462364,Point
24.469,-110.12461,34.5595284,Point
24.677,-110.01596,34.572719,Point
23.123,-109.90726,34.5858083,Point
9.151,-110.68421,34.5804139,Point
10.987,-110.57563,34.5941248,Point
13.803,-110.467,34.6077345,Point
9.161,-110.35834,34.621243,Point
18.171,-110.24964,34.6346502,Point
22.829,-110.1409,34.647956,Point
20.377,-110.03212,34.6611605,Point
17.55,-109.92331,34.6742635,Point
14.09,-110.70114,34.6687599,Point
14.508,-110.59243,34.6824852,Point
12.7,-110.48369,34.6961092,Point
17.121,-110.3749,34.7096318,Point
14.673,-110.26608,34.723053,Point
19.195,-110.15722,34.7363728,Point
14.993,-110.04832,34.7495912,Point
15.952,-109.93939,34.7627079,Point
16.938,-110.71811,34.757095,Point
20.274,-110.60928,34.7708346,Point
19.45,-110.50041,34.7844729,Point
18.088,-110.39151,34.7980098,Point
14.295,-110.28256,34.8114451,Point
10.838,-110.17358,34.8247789,Point
12.234,-110.06456,34.8380112,Point
18.751,-109.9555,34.8511418,Point
25.595,-109.84641,34.8641707,Point
20.126,-110.73512,34.8454192,Point
18.432,-110.62617,34.8591733,Point
11.067,-110.51718,34.872826,Point
15.732,-110.40815,34.8863771,Point
13.798,-110.29908,34.8998266,Point
11.855,-110.18998,34.9131745,Point
14.718,-110.08083,34.9264208,Point
17.954,-109.97165,34.9395653,Point
19.579,-109.86244,34.952608,Point
13.953,-110.64309,34.9475015,Point
13.577,-110.53398,34.9611685,Point
14.806,-110.42483,34.974734,Point
14.309,-110.31564,34.9881977,Point
11.527,-110.20641,35.0015598,Point
6.65,-110.09715,35.01482,Point
15.296,-109.98784,35.0279785,Point
14.227,-109.8785,35.0410351,Point
11.785,-110.66005,35.0358192,Point
7.193,-110.55082,35.0495007,Point
6.403,-110.44155,35.0630806,Point
9.926,-110.33223,35.0765586,Point
8.676,-110.22288,35.0899349,Point
9.547,-110.11349,35.1032092,Point
6.258,-110.00407,35.1163817,Point
9.343,-109.89461,35.1294521,Point
11.036,-110.67706,35.1241266,Point
12.194,-110.5677,35.1378228,Point
7.252,-110.4583,35.1514171,Point
15.792,-110.34887,35.1649095,Point
15.639,-110.23939,35.1783,Point
5.288,-110.12988,35.1915885,Point
7.168,-110.02033,35.204775,Point
8.769,-109.91075,35.2178594,Point
10.481,-110.6941,35.2124241,Point
13.089,-110.58462,35.2261348,Point
12.298,-110.4751,35.2397437,Point
11.909,-110.36554,35.2532505,Point
10.923,-110.25594,35.2666553,Point
11.186,-110.14631,35.2799581,Point
12.312,-110.03664,35.2931587,Point
10.317,-109.92692,35.3062571,Point
6.964,-110.71118,35.3007117,Point
8.994,-110.60157,35.3144371,Point
17.817,-110.49193,35.3280605,Point
19.693,-110.38225,35.3415818,Point
21.405,-110.27253,35.355001,Point
19.735,-110.16277,35.368318,Point
14.096,-110.05297,35.3815328,Point
13.868,-109.94314,35.3946454,Point
6.01,-110.7283,35.3889896,Point
6.134,-110.61857,35.4027297,Point
18.52,-110.5088,35.4163678,Point
27.14,-110.399,35.4299036,Point
21.932,-110.28916,35.4433373,Point
16.957,-110.17927,35.4566686,Point
21.199,-110.06935,35.4698977,Point
16.644,-109.95939,35.4830244,Point
14.32,-109.8494,35.4960486,Point
2.341,-110.74546,35.4772579,Point
5.28,-110.63561,35.4910129,Point
7.609,-110.52572,35.5046657,Point
12.92,-110.41579,35.5182161,Point
13.348,-110.30582,35.5316643,Point
13.913,-110.19581,35.5450101,Point
9.953,-110.08577,35.5582534,Point
8.651,-109.97568,35.5713943,Point
6.753,-109.86556,35.5844326,Point
1.006,-110.65268,35.5792869,Point
-0.52,-110.54267,35.5929544,Point
-0.469,-110.43261,35.6065195,Point
11.644,-110.32252,35.6199822,Point
4.948,-110.21239,35.6333425,Point
6.428,-110.10222,35.6466002,Point
9.669,-109.99201,35.6597553,Point
-0.239,-110.6698,35.6675517,Point
0.525,-110.55966,35.6812341,Point
-5.694,-110.44948,35.6948139,Point
4.515,-110.33926,35.7082913,Point
6.359,-110.22901,35.721666,Point
4.432,-110.11871,35.7349382,Point
5.392,-110.00838,35.7481076,Point
-0.069,-110.68695,35.7558077,Point
-1.189,-110.57669,35.7695049,Point
-2.279,-110.46639,35.7830996,Point
0.519,-110.35604,35.7965916,Point
3.387,-110.24566,35.809981,Point
4.772,-110.13524,35.8232676,Point
3.155,-110.02478,35.8364515,Point
3.509,-110.70415,35.8440549,Point
0.335,-110.59376,35.8577671,Point
2.462,-110.48333,35.8713767,Point
2.178,-110.37286,35.8848834,Point
6.087,-110.26236,35.8982875,Point
7.371,-110.15181,35.9115886,Point
3.974,-110.04123,35.9247869,Point
2.159,-110.72138,35.9322936,Point
2.075,-110.61087,35.9460209,Point
3.126,-110.50031,35.9596453,Point
3.79,-110.38972,35.9731669,Point
7.829,-110.27909,35.9865857,Point
6.394,-110.16842,35.9999014,Point
6.45,-110.05771,36.0131142,Point
-0.247,-110.73866,36.020524,Point
-0.045,-110.62802,36.0342663,Point
4.067,-110.51734,36.0479058,Point
5.162,-110.40662,36.0614423,Point
5.552,-110.29586,36.0748758,Point
5.71,-110.18506,36.0882062,Point
6.944,-110.07423,36.1014336,Point
1.857,-110.64521,36.1225037,Point
2.537,-110.5344,36.1361582,Point
5.371,-110.42356,36.1497096,Point
4.467,-110.31267,36.163158,Point
4.441,-110.20175,36.1765032,Point
4.094,-110.09078,36.1897452,Point
0.214,-110.66244,36.2107331,Point
2.022,-110.5515,36.2244027,Point
6.355,-110.44053,36.2379692,Point
6.55,-110.32952,36.2514324,Point
6.097,-110.21847,36.2647925,Point
6.095,-110.10738,36.2780492,Point
1.321,-110.6797,36.2989549,Point
